"stk","alpha","beta0","beta1","beta2","beta3","sigma","deviance"
1,2.10303724204274,2.6856333629245,3.18113399484573,3.18481971703985,1.55545928110137,0.792683233495252,-2596.21865321564
1,1.79753326441441,1.49807231987419,3.28996913418481,2.2665348873545,0.427676442684085,0.641528899942907,-2580.4578282868
1,1.67924082866996,1.65149655416372,2.34677982294904,0.955538051219162,0.846335058851595,0.642727228140751,-2560.90692488878
1,1.82794185304063,1.57810751494146,3.86312737149854,0.450526321342319,0.9540766853541,0.82465072460615,-2575.99179580486
1,1.76107370040455,2.33139901243955,1.9981078618314,1.56029752700338,0.164811694395626,0.803753369926582,-2570.12282271419
1,1.7279863157673,2.82440157724013,1.94290869275577,0.0830495805127717,1.27158159770958,0.744987781016703,-2577.39113174496
1,1.79450403180291,1.65399745748282,2.60820043011668,1.26129372422566,0.291834899415484,0.719623473817057,-2577.09789787684
1,1.5758560767627,1.73834262713419,2.6951457466223,0.843324096590537,1.34147291007894,0.706717483020687,-2615.16558573568
1,1.75357292246016,1.9523270485726,3.07579347757414,0.919186827353067,1.85594586915588,0.698166098350615,-2552.84196041584
1,2.00496344278882,2.22217342573965,2.89005393702554,1.05499431713244,0.370959922523966,0.942905501583144,-2580.63786935694
1,2.02200815981366,1.4911221722586,1.70507276235308,2.22923303918244,2.24830995597222,0.736499964047868,-2601.84981869632
1,1.81866810682499,2.80419206573323,1.67601398921756,0.422115355199266,1.71761716296461,0.757402890079399,-2573.10146274293
1,1.90759354995059,3.04231581524338,3.21775817161458,0.706371683651545,1.77113985142901,0.679817178208319,-2574.98281167299
1,1.84586036793087,1.94689182291674,3.5452507875475,0.850718049007442,0.901042442027893,0.713368984457779,-2561.19825796186
1,1.88600851222959,1.69261844520723,2.03137507026907,1.56149544240964,2.03430535374814,0.732533674881492,-2581.02244691144
1,1.70413933628764,1.50244198994519,2.34995483807419,0.606396715067796,1.72101639424407,0.92694219311022,-2576.51788473841
1,1.92481661520422,3.31818850340452,2.59786113028868,0.853017497292541,0.953002754262861,0.832520378571299,-2568.74324114144
1,1.50071702052933,1.73264175869006,1.46750233397822,0.166528730743086,1.08635782304442,0.773560263349267,-2598.45412259633
1,1.73404605675553,2.43382049828072,1.34028039295362,1.42203658087132,0.151047900359828,0.933682351608603,-2596.69766966352
1,1.76979860715486,1.60382905169366,2.98015756035613,0.865230113033658,0.9988781068695,0.724421874678375,-2573.76925873925
1,2.04691011810591,2.33777973911429,2.64867808343147,2.32657403790121,1.08547718996346,0.784563610483729,-2579.96796463631
1,1.6888621797617,1.48455569535613,3.10939787841136,1.52460057774889,0.542240704260628,0.683877056037804,-2572.42462762092
1,1.82188091405187,3.23422330517959,2.42368493696112,0.0899985796741408,1.49077906961771,0.795444345701536,-2592.7679361252
1,1.780838559548,1.86241307456667,2.79870170151167,1.25375134600576,0.931534280779731,0.868659251382458,-2576.0650501045
1,1.8808384307555,1.60025017427727,0.943002211892801,3.73577074083053,1.27738848255731,0.931333955889045,-2563.08056919573
1,1.80267128541671,1.93787651519722,1.81791892086538,1.47680584994082,0.575584012550352,0.74538324946153,-2560.58620849262
1,1.91078899111367,1.63917441264011,3.89878082641823,1.97506231262469,0.348747870322492,0.695571359897452,-2554.77756545797
1,1.87948378286195,2.24974985710596,2.49879817479885,0.890344480537966,0.776390424375035,0.858598744020906,-2568.76083540805
1,1.77776679908226,1.98484828343955,2.29660275941787,1.50663214180073,0.630081787395107,0.699540941794054,-2587.70798994238
1,1.78984899440356,1.45702566705132,3.58418424761906,1.65168083329097,0.946663195649079,0.780608364807448,-2556.02188146805
1,1.80855144868383,2.21988517471085,0.424165446879352,1.27558836417872,1.86303695046042,0.840539864695236,-2582.43446040955
1,1.53324087670205,2.40474885620978,2.1604368894583,0.542639701217369,0.380280098893205,0.749461662666162,-2544.90019000235
1,1.6752983834554,2.12262519060627,1.50879659578567,1.10749837046055,0.382619731214024,0.67713095831078,-2573.73780629619
1,1.84452275196325,1.80013574841093,2.69433499785163,1.88341265452084,0.612394496748557,0.618119302633199,-2567.10607375836
1,1.78373657928813,1.86763478361072,2.47643482235792,1.18228163309587,0.329446723803494,0.752403632540319,-2577.50638839219
1,2.13102930537855,2.91102131775836,4.21187600563865,1.05757056380316,1.3090419490927,0.709463721177068,-2590.92832067388
1,1.73430244271393,1.83515968669423,1.77170201072361,0.784060494397693,1.40026533817613,0.775399309693103,-2557.82656371599
1,2.07555056908176,2.066923742977,4.17607238419879,1.85447612867998,0.07610594153922,0.728020931332469,-2573.38405993598
1,1.86681736452598,1.83442406862682,2.91615027219467,1.03966863004756,1.42065719137428,0.707517902303231,-2608.28269390186
1,1.70945572778485,1.84468177319959,2.31123228047163,1.50706572113934,1.28526164639697,0.793255111658726,-2559.75115960603
1,2.15848973995978,2.61689676877733,3.07338890953165,1.64146497656487,1.29913487749416,0.804522702777676,-2558.25124816855
1,1.71475143598848,1.6314855931288,0.501855865631946,2.07639434978456,1.64555267505257,0.87616575164088,-2594.59296874804
1,1.95286088015527,2.30541386702315,2.11856564768775,1.02546146739414,1.19219078713149,0.744032401919038,-2580.72546949889
1,1.78515632955874,1.91176239502015,1.75797450424137,1.24337207906637,2.01978691153129,0.949194926873133,-2564.5008990887
1,1.8459042248164,1.96468875491595,2.92070019234043,1.70664701389656,0.132592822450791,0.763184515700426,-2564.08977528272
1,1.98698533028837,1.79961889754599,1.7488056981276,2.16310426611432,1.59979472455353,0.757144807419143,-2594.35744237537
1,1.74752338969199,1.63859471911258,4.24338414797625,1.56036024818765,0.0126786645749148,0.781625886775522,-2586.00513063767
1,1.84233191693867,1.93316352095336,2.37646252421883,0.5010081499832,1.15689691225697,0.9322946077319,-2563.31458481096
1,1.78121842953907,1.81556100886872,3.12247629636276,0.942818413696772,0.123204294688289,0.87335696541867,-2584.63257283107
1,1.88204245651787,2.54940427636371,2.44133710010733,1.71194769279768,0.292669082921399,0.779813276121639,-2582.2193805975
1,1.86424620935727,1.62471460176906,1.0728298538618,1.63588898193629,1.24289144146704,0.786768076527234,-2597.24105285488
1,1.98336745624377,1.68134729088986,2.61218061932789,1.87748295775519,2.31809482183739,0.731342303273947,-2566.70099648088
1,1.69592053341726,2.35653229598898,2.45027477957562,0.53639470101785,0.20252094083257,0.722298758239065,-2562.95012428451
1,1.7293362437976,1.93219915963087,2.70478309806785,0.314324971189265,0.665306502336792,0.843181200486011,-2597.45944041952
1,1.72464590421026,1.47422795545069,1.85145051070805,2.40021294349189,0.0991801183619998,0.66901243351789,-2590.7470421293
1,1.93075336793211,2.08364482623724,3.08172666648854,1.05719411089679,0.364013155067755,0.821471543615549,-2565.69661535708
1,2.05305128709193,1.99404589416422,2.97521598562269,1.79834437974463,2.07014832377734,0.672674965074218,-2572.56829265881
1,1.75549598572365,1.88638208347148,2.29895508971953,1.13596180426365,0.945004823465425,0.689954639285003,-2579.28808628727
1,1.95044675179443,1.77218863642284,0.710066086602897,2.96949828673807,0.248376339657995,0.834724342119559,-2601.81364167128
1,2.08102472118052,2.65602569528762,3.68795474256981,2.12325069325428,0.711004512046282,0.684580384747105,-2572.0522190901
1,1.76158803449362,1.9517843971498,2.8210595347298,2.05583377662193,0.221362153917784,0.672261669100144,-2547.98526095429
1,1.69593002431249,2.05120123853455,1.53267892823041,0.419485487612623,0.597534658288523,0.897225174626535,-2545.61317848495
1,1.47507869808937,1.56157807855998,0.240886921687685,0.905234113372789,0.0487621056447094,0.770294991110394,-2574.25613803735
1,2.14048824278731,2.50024289524507,4.16483947713564,2.63950247997787,0.790554595921746,0.704140125713282,-2584.85882806977
1,1.88491369499997,1.89777097386509,2.0286748483048,1.57199362403575,1.125006994842,0.833075263787284,-2585.14843096119
1,1.93451120060962,2.21806153009317,3.75433311204925,1.41085760765722,0.633516134586514,0.814792789431909,-2568.09588190914
1,1.70577863105516,2.04757899367463,1.62990071941363,1.13646575327048,0.694908948758597,0.788966030066071,-2572.16802666738
1,1.79617911209479,2.31215214336925,1.71280338143329,1.59354693092945,0.164842200671144,0.754280797314025,-2566.09324805235
1,1.85614690333485,1.56913425329147,2.12497546684969,1.9640958741776,1.06570951255513,0.702248950738461,-2574.30715217343
1,1.48672020137088,1.75642563787686,2.35895036593051,1.08372272024788,0.297070716551271,0.787424288912618,-2565.07326157191
1,2.04949021329733,2.95830987277043,2.91301614588988,0.635266801217652,2.55802116127591,0.805837922055641,-2594.70731662931
1,1.52555534616447,1.50400118911316,2.46942889451565,0.938908937399699,0.328364497501017,0.66730072281729,-2573.11386713697
1,1.93974028723415,2.70771952672744,2.711937005011,2.03091960138232,0.0875615639077712,0.75360220695374,-2550.87104588747
1,1.53527494178485,1.60027781014606,3.10266824061506,1.46360216791718,0.421928342755804,0.764948966748789,-2567.42944964618
1,1.66432989043806,1.57128461423596,3.09566497969301,1.38864596130453,0.820255859866394,0.891298429480389,-2584.65631625718
1,1.52513393970398,1.46850713162547,2.34734938302941,0.473974442472312,1.21937735078512,0.786309129207703,-2582.36334679995
1,2.03141505163019,1.47414049129018,2.32471698127173,2.05454803323067,1.5838863829179,0.770050924698103,-2570.35560493186
1,2.05599994744198,2.03245136130153,2.54966524333086,2.81949612630194,1.04528180142038,0.690399305377708,-2563.91596217922
1,1.87606384717183,1.55602422488471,3.97711573019011,1.67278029151177,1.00673151250915,0.707966958980133,-2576.27817341661
1,1.75435447063539,2.09535064528324,3.05383106263807,1.25481671851643,1.1228232350841,0.773485943378301,-2556.69394688861
1,1.97234312409765,3.09104625314984,3.78710614416683,1.8084499562919,0.88218143296424,0.778922065764468,-2604.09787553316
1,1.75263342693916,1.58910790221375,1.04543644083729,0.917220872338301,1.28414034417363,0.712601014790975,-2576.39183493233
1,1.6282446335209,1.80545995253398,1.74466459206657,0.575116769176069,0.604176996113795,0.672729113812578,-2595.53755071618
1,2.04849628048017,1.82916362400674,2.51697738685426,2.12275539063151,1.89676947443994,0.932456239098674,-2559.44251658185
1,1.72041020212515,1.82376534902113,2.45548570174034,2.21406662171636,0.87616814390376,0.85259628935038,-2576.42169751867
1,1.88613509361501,1.92158700172142,2.50786986304553,1.99281304545035,1.67726040573816,0.764991775687038,-2569.93859313963
1,1.81140970924732,1.7572278624755,1.54598120412281,2.00843415928042,0.933919199772212,0.714940071506044,-2573.36578341202
1,1.86602810394298,1.7687267376929,3.50625771649259,1.57081106159989,0.600125044050025,0.663870321699022,-2563.77338184129
1,1.94115113743427,1.56078851849773,2.97911825629838,2.53149113205402,1.61687031673276,0.851187929401649,-2588.60897929416
1,1.80280440601978,2.03054402067569,2.43218340658001,1.49358050404611,1.72313478536811,0.795147648353624,-2582.82502555251
1,1.79004459301619,1.60892101322593,1.40208550874198,1.57432819628726,1.21646575566805,0.673924800275804,-2577.53619702401
1,1.79161679469999,2.16094140735645,2.5086372466622,1.98173759693773,0.939127087515644,0.745568926941516,-2559.2587348813
1,2.02350659566986,2.2901379805093,4.33574543123592,2.04872697200629,0.898399205726792,0.727790008564516,-2592.54820819917
1,1.67609606896009,1.61836801492171,2.07710733943024,0.601701419979622,0.85317229868693,0.92125232491802,-2562.25300853202
1,1.92644639723642,1.82685732915775,3.69700331099694,1.32298601516682,1.92652719274986,0.671136392148294,-2587.02161033567
1,1.96811383178306,2.71351672719083,4.24393082812703,0.819356952519113,0.556167668368653,0.790818515530648,-2568.2700462297
1,1.95077338115824,1.51639279728914,3.47850140984215,0.732900339398088,1.04369793761148,0.706945248497897,-2576.63947790234
1,1.94842770519307,2.01367788295898,3.36369349141533,1.71950244020045,0.976279358523449,0.609729709828785,-2571.14954411944
1,1.66636827644753,2.89094820876528,2.0671824680131,1.13949202550562,0.753368338257802,0.777706667083863,-2593.33362318011
1,1.85316018796103,1.90746729591099,2.65744596573625,0.302946207791431,1.98639424383307,0.875920758339867,-2617.77450594304
1,2.02939732761297,2.57443779071625,2.39451572908778,1.79883256662489,0.433210647430146,0.802603146172291,-2559.29326661929
1,1.70148135887119,1.93150870193047,2.98407725525139,0.911470502434005,1.01402396954727,0.681705013185157,-2556.45159404661
1,1.9262249891855,1.93367188414491,2.70772381695748,1.79714185909403,1.99081875129787,0.696966835863925,-2571.03895128607
1,1.71234642772026,1.9118189226331,2.13714439715638,1.45918098243683,0.777174297876509,0.68078746564382,-2556.71394649453
1,2.15586468366992,1.94827457371869,2.10773347788068,2.82661405477706,0.914305243706453,0.651730193751884,-2599.39528274801
1,1.77216524789476,2.21021682514801,2.49182278646216,1.18499382161689,0.750631664428916,0.74664001008579,-2563.40327243304
1,1.72655905557043,2.20107105322077,2.05825686423982,2.04421660300854,0.240310394238585,0.749937997743598,-2563.55761898533
1,1.69212981901084,2.73437360205862,1.78122793508198,1.15133827816559,0.0951687157517863,0.669029829662243,-2598.89032631194
1,1.84610146440681,1.47641137166311,2.73041211441317,1.83082847444801,1.12201750960128,0.813543179847125,-2558.77246752177
1,1.6843177627901,1.90657892224763,1.30322456397828,0.400261901050455,0.587936107450456,0.709239768691681,-2584.39870847324
1,1.43076582039843,1.57598059449709,2.71987143259724,0.582267158152953,0.342961877737114,0.793962037251713,-2581.0350821606
1,1.96930154996861,2.21380001107479,2.62854126545095,1.63796209066517,1.63329172661959,0.724988572539836,-2553.82266986242
1,1.61270598892869,1.84066965180373,2.47781007048375,1.83723510349801,0.544118367847965,0.808625090739044,-2553.80988768194
1,1.77565067467408,1.9614691738706,2.82848938243241,1.32390818205476,0.473010447119332,0.739632350128563,-2578.30070463685
1,1.86661678618589,2.94810559657682,2.51904313789709,0.736048144190958,0.926825055358024,0.81662233902925,-2577.80604728774
1,1.74486348912585,2.67964042557292,2.67834064059832,0.925037322082384,0.0208211705536141,0.814094440618129,-2561.26530582346
1,2.06182453963805,2.49863499625724,4.10738113524091,1.87438631399274,0.773837960819843,0.824088803986239,-2573.0224359681
1,1.80360913850358,1.6926019919278,2.36794185915961,1.58358586569979,0.415250757824024,0.663145042781655,-2564.37928606739
1,1.57388365697876,2.71895471852288,2.29669636360107,1.05377108017116,0.426591247595122,0.754288893168935,-2555.14382082544
1,1.93603198102951,1.48279394307517,2.51084030990553,1.13585388164157,2.60181319686729,0.934961063177541,-2580.29272273354
1,1.91386043544218,1.62995819004592,2.26908899178062,1.52114419772649,1.38009455532304,0.782674102842543,-2599.55591157344
1,1.96769245918886,3.07571492957775,2.86699434346667,1.15432005354658,0.554945143855164,0.646791771165243,-2561.83015981448
1,1.97677250261704,2.26368232697955,4.19271097810784,2.87418827464445,0.732541434027842,0.70244755392501,-2580.24302267083
1,1.75296545641993,1.90570287291399,2.69428506172108,1.02931123515658,0.540455634237647,0.790567239298953,-2539.00281782483
1,1.98525448545002,1.51508243444739,3.95569775500477,1.4082707616043,1.21065131116281,0.693057481069733,-2579.88349259896
1,2.13887220651714,1.93628839776591,3.14536410324773,2.59919722723003,2.46728067923915,0.847381409079153,-2575.6281896585
1,1.6543891971246,1.94749981572871,2.17356390124281,0.995432629126324,1.18267189548807,0.744917664074963,-2576.44226753079
