"stk","alpha","beta0","sigma","deviance"
1,1.51675232686684,1.56090399823219,0.792162530824654,-2811.5606051305
1,1.36427749012209,1.77319275890541,0.707212748303751,-2802.35529468509
1,1.59526870608054,2.28903996421143,0.808727012230784,-2811.84777736157
1,1.28105481153243,1.79590544360941,0.759821791895719,-2807.81599273853
1,1.3897919789854,1.46048159669002,0.822748281663209,-2794.56807398347
1,1.34435246667564,2.3882223177154,0.779879601536612,-2817.03550596821
1,1.57639836380965,1.87285290758272,0.724026544009233,-2827.82682345331
1,1.44756600138519,1.78357927555708,0.893652903936825,-2830.59833167515
1,1.63458286633416,3.96719450483534,0.923223355124774,-2820.60319228354
1,1.29642025581823,1.612887084046,0.809969438510548,-2813.86549137707
1,1.33536677217029,1.45898237623991,0.785269832488773,-2800.69276627869
1,1.42605438605961,2.67919658413647,0.792918199301408,-2808.41325232145
1,1.41538538849287,2.31229950543234,0.856703456361648,-2814.78538013455
1,1.21376552396009,1.52199701046827,0.784544044579276,-2812.52162274303
1,1.37108276634797,1.64382863279256,0.880294336638181,-2815.38675073919
1,1.4908377306957,2.29932655748927,0.828391490050511,-2818.30974212587
1,1.42246920433663,2.34199603901334,0.729947478288506,-2820.87952720559
1,1.36191785784054,1.78069500666906,0.800255207381125,-2814.32276140258
1,1.35118714671803,1.73887722012048,0.774499634631827,-2808.9898796443
1,1.38511748471757,1.7094602774238,0.715981627768284,-2822.80813710019
1,1.39733171415639,1.49737559603124,0.85166169958084,-2797.92706501543
1,1.37738274647626,2.11420071454487,0.768514032406979,-2806.53319891908
1,1.49038811422084,1.69505634017265,0.93579586602052,-2822.08841756534
1,1.28047804303155,1.64693300398535,0.773468348331412,-2807.80240639949
1,1.53520017710786,3.08632959064574,0.904130541771004,-2829.52672294117
1,1.35799143592721,1.87369298259387,0.898759459658718,-2817.57378138556
1,1.33023715402265,1.63375093901407,0.880083374738148,-2814.56560818779
1,1.55682613551919,2.41554646488583,0.806240810026109,-2806.4139864087
1,1.41726156024728,1.49990547410266,0.822179778297756,-2824.56550306954
1,1.47912068180046,3.09757232037907,0.841061581153501,-2818.76030121021
1,1.39520276329672,1.45966979152686,0.730159167305288,-2827.8807645016
1,1.34297620320204,2.41776390350261,0.997905616382543,-2822.562248584
1,1.59828231873075,2.98114692013787,0.860307004999735,-2815.69987615221
1,1.23463093833964,1.74127479713732,0.886982463654621,-2806.81371011569
1,1.21791317520627,1.84089916559385,0.989099205011054,-2821.08302956683
1,1.44532363296399,1.90775767139936,0.764961743051487,-2799.27392549456
1,1.29241923141871,1.45962501192097,0.729322476705619,-2818.03340044234
1,1.23395618296416,1.81743312336685,0.884813781474278,-2817.21486063097
1,1.42633747566086,1.95342580681541,0.759132294886442,-2800.92345585918
1,1.64956333378212,2.99970063242635,0.879974969559678,-2802.74778130489
1,1.29985006019752,1.68877973235428,0.861459415150759,-2816.22319809707
1,1.32784310917426,2.06360507212234,0.796743623519273,-2821.45331925515
1,1.42937639114911,2.79510614238079,0.823146625538023,-2816.77979320325
1,1.46431296845662,1.64800419206034,0.80904597089639,-2818.70866836023
1,1.23708000009864,1.60292421347446,0.890406904559215,-2808.60709515679
1,1.39657452338809,2.37124802749654,0.802898724641777,-2808.75797672414
1,1.37032771537945,1.9821556044948,0.826723369980768,-2814.21529124824
1,1.38189926842256,1.48240354762685,0.831611313300862,-2821.86447417102
1,1.44715079140196,2.15534218568868,0.985912295868184,-2797.18826080774
1,1.34890677655054,2.17536623190118,0.774660559631961,-2805.55277708614
1,1.31762208203861,1.86397857536036,0.714552565402652,-2821.30699002791
1,1.49766580825397,2.04434690373838,0.695216911153952,-2800.26369747765
1,1.130846145967,1.53295078095747,0.965817206673856,-2810.65838402202
1,1.4036541172119,2.29958982174965,0.702279463877166,-2805.73048617715
1,1.47101573017689,1.93173796260128,0.855818891303363,-2807.79212257027
1,1.54850673884503,2.78166255607233,0.783109173028487,-2813.75784451186
1,1.26082363738265,1.93886429529725,0.808224807088588,-2818.98289295618
1,1.47362281247142,2.62660303791625,0.834535047347288,-2808.13461033006
1,1.44249752398737,1.83908048734411,0.938515700545722,-2816.56084322089
1,1.38570959327601,1.70083649841582,0.766407467670699,-2806.34379208102
1,1.57812931704746,2.43283093113806,0.783580315791843,-2825.48863106824
1,1.28772885185688,1.77070904044476,0.782793294016582,-2814.51894149408
1,1.36404026086751,1.95659484803051,0.673097338961063,-2823.54774490055
1,1.43610039253372,1.57460927018438,0.889371901089357,-2830.05749694787
1,1.33649225714615,1.61416462443685,0.811416015084431,-2808.34323440494
1,1.20207026591267,1.60397334845691,0.904224652255067,-2809.68700075155
1,1.43025173571586,1.92535612105492,0.795261229598651,-2800.71182352166
1,1.26084566361631,2.23347385141994,0.837802333472091,-2815.25812598748
1,1.38851039801342,1.50194574467202,0.820872156050738,-2816.32393484869
1,1.40267633640334,1.77158143488693,0.91980407142732,-2825.6579634173
1,1.37506062101181,1.90270804071322,0.810727184326775,-2803.81219010417
1,1.37199952468158,2.71657168650336,0.84923057325825,-2839.30790750275
1,1.40587513241732,1.7809436928198,0.666541378022485,-2815.38695898641
1,1.49790700694817,1.70409692409456,0.793438052205066,-2811.33240513144
1,1.49209528616629,2.6177536896901,0.774839267219677,-2824.29480634954
1,1.4123844733588,2.22714306788235,0.804884535001212,-2800.14698843301
1,1.31367427125643,2.03101803408006,0.825340679796542,-2826.92254849531
1,1.41243426830433,2.40176406918407,0.725649947326,-2807.5313848677
1,1.35346286329468,1.46188848970379,0.857296756667149,-2811.94187194837
1,1.31189596438182,1.61817452297538,1.03682637093183,-2806.29893691903
1,1.41617579230026,2.81413866025305,0.872972200055147,-2798.81756967922
1,1.45861864892814,1.81590182774978,0.765026727467793,-2808.0025853466
1,1.39317003828127,2.47670616601543,0.811134073511495,-2802.66750165011
1,1.41310397907197,2.89416377765658,0.852983005703388,-2829.1627874817
1,1.40148899846533,2.25730840385788,0.765629765896163,-2805.58068291054
1,1.43630422591393,1.71674040781148,0.736569511365243,-2812.66494419382
1,1.76130973247311,2.73107912104506,0.827604742421508,-2827.89047864192
1,1.56630383278927,2.83733681645066,0.833795283980807,-2813.02731435338
1,1.53293499144872,1.87756455341264,0.86919735037532,-2824.03035758969
1,1.46691285408482,1.65542645737202,0.745965731218926,-2825.553784787
1,1.33524412359806,1.71929616249685,1.07021215638755,-2819.38285942532
1,1.42419066554023,1.9505802499584,0.801012439153894,-2824.26841763957
1,1.29594422374365,1.93180586639977,0.715152852574577,-2805.88942061349
1,1.50538368653389,1.53124333030745,0.749938567619302,-2822.12052291876
1,1.35123406946203,1.74796969817453,0.913946767414163,-2812.41256393685
1,1.33747201526964,1.89588764007582,0.783891553788357,-2811.48828402906
1,1.43275172130235,2.22359309105499,0.782055621288633,-2833.26704636602
1,1.55867988851656,3.02715312841742,0.824910356716131,-2830.84269150304
1,1.48430655056364,1.94157214530869,0.803437457825192,-2803.31990923017
1,1.37031853742689,2.52340939934621,0.634851358547004,-2818.4853698472
1,1.58138178089048,2.37207776731575,0.728692797195222,-2807.21536239621
1,1.4017941313553,1.87810791326388,0.801463743215652,-2830.46527077551
1,1.49760294331083,2.72657796534776,0.773540358735887,-2814.48992559469
1,1.42493613094616,1.72891405118923,0.710758565446011,-2810.18575223655
1,1.4375783214593,1.48896753367343,0.949980938294673,-2821.05787365414
1,1.29270404584641,1.83481204526238,0.704538717586729,-2818.97941801397
1,1.55734512189347,1.80549355324685,0.72369323590656,-2825.00793443556
1,1.30230139489822,1.60461558349115,0.719605337404425,-2804.77180270468
1,1.19365687418919,1.60057193434113,0.741323197840757,-2803.86928376088
1,1.2496414393228,1.70281826131875,0.790750399117298,-2817.44816617024
1,1.47987419301764,1.96787189330766,0.918609256668893,-2817.54991609935
1,1.39689758285916,1.69802166154395,0.75677620319727,-2803.70201096757
1,1.45180570321127,1.64111971038928,0.780393322377062,-2820.14128700147
1,1.50701530650567,2.54732947797592,0.803382394710499,-2812.42364202896
1,1.46301978021951,1.74577155683221,0.907649155467702,-2819.41284766073
1,1.56776574036274,2.49029299317665,0.853586699316613,-2826.6508946727
1,1.71453629460362,3.35878098534144,0.888678548900505,-2811.15464398324
1,1.50796113083448,3.39760489451128,0.984414280322452,-2834.3784035062
1,1.44629802444045,1.49904379895233,0.819155294806509,-2802.79394406702
1,1.49307619446027,2.02215672383839,0.750199455157635,-2801.03696757928
1,1.24949255795615,1.83360409696735,0.7336474807015,-2812.57875257408
1,1.32701488638732,1.67542354614492,0.912939145849549,-2813.62282601681
1,1.35436328713775,2.33723739506122,0.745350900632889,-2818.72834343763
1,1.21262577181001,1.46018091704783,0.793675610273641,-2820.43405478124
1,1.52011399543748,2.33026104813965,0.741457720520681,-2814.08285404089
1,1.4280079067853,2.46529606894273,0.844895596586683,-2828.24649203596
1,1.38074627178624,1.7988675978406,0.780845628224859,-2806.25860374433
1,1.29030247058617,1.81733781542674,0.878365250955138,-2804.99444045765
1,1.30502289384456,1.5596853431226,0.807687976067157,-2792.97036894657
1,1.38478107172915,2.484574482301,0.824491699943896,-2827.81482039461
1,1.455986638461,2.09774080167694,1.01552958359205,-2824.08962157296
1,1.55078204997222,2.30821332986681,0.741172083984456,-2812.79587271586
1,1.71356817222299,2.72810597451835,0.720019724748397,-2832.68054564508
1,1.31014605981683,1.90983543518401,0.900550824201434,-2826.96112557751
1,1.42269199196904,2.86371094259655,0.806823333795777,-2807.04964987493
1,1.58020715653423,2.31818602001418,0.762929504172045,-2817.60370072012
1,1.32495477348239,1.51380454898663,0.829190299844057,-2823.1656725089
1,1.20461309077196,1.93892789737915,0.928574933089714,-2818.88717659029
1,1.25496360635183,1.46884131120097,0.943576207372508,-2829.82199453678
1,1.32447666451492,1.85861383785249,0.674591863445619,-2805.15757859189
1,1.49339079570689,2.85922052894,0.75735007488677,-2816.15734302603
1,1.48862627942028,3.07904700719941,0.716463688800519,-2818.42558041084
1,1.60251910447382,3.05827083976217,0.939467022727746,-2815.56570367895
1,1.54302151016338,2.85299452399995,0.779903909723323,-2819.96541777597
1,1.46063031751794,2.12448024882899,0.908975128131862,-2814.24313261824
1,1.59466635419956,3.24341659482467,0.893714220691721,-2818.22286774035
1,1.46051809609073,2.42950051930551,0.867025525639168,-2819.8652641011
1,1.4433557577872,2.96153003853181,0.816076369584883,-2814.80518856576
1,1.23587029314121,1.75207500596369,0.75536714606833,-2813.46859079292
1,1.45584312440698,1.95829305941354,0.729944362987535,-2798.64380589806
1,1.36925960032943,1.92421270502803,0.848103215946607,-2814.43656696741
1,1.34273704811631,2.19474143176901,0.830914032848587,-2804.27714540661
1,1.46042096795102,2.48887439219449,0.855067419366263,-2834.4327180746
1,1.25312424280327,1.858299189421,0.814114099135459,-2820.20168213925
1,1.23815509964578,1.4859759566694,0.795197990709706,-2813.94054799229
1,1.49689850637765,1.86497047069411,0.792880917832428,-2815.20950632513
1,1.44102877164803,3.31867563512752,0.708162327488594,-2802.68464347692
1,1.36654731921172,2.5703696726992,0.795725662729876,-2834.11185316125
1,1.46378524065349,1.62262811806612,0.776537760652246,-2819.04581127279
1,1.37541866089209,2.25680720077188,0.849442964025035,-2816.01417030228
1,1.38094711367884,1.70817037001067,0.881913991004449,-2816.31658611537
1,1.50428227713955,2.37878602754141,0.752702609914312,-2814.02425633006
1,1.306346547779,1.46933076147592,0.746910651296462,-2812.24970149496
1,1.52722844596329,3.04613983176351,0.715558432858156,-2825.2162974985
1,1.27709060227041,1.78393910263274,1.03770810714161,-2816.45735366173
1,1.40777456006005,1.46564694174172,0.873965129430577,-2816.72316630825
1,1.4212359533237,1.62085784748272,0.855448261901002,-2805.55450030484
1,1.45404279818567,1.78841874233297,0.6786474782352,-2833.6597009864
1,1.3903862076357,1.5435191837168,0.741305579344182,-2806.0194939314
1,1.42894661622921,1.6248585427583,0.942545614958063,-2814.5672222779
1,1.30778188902444,2.35064478556141,0.743245848600011,-2816.28164847145
1,1.08530540289695,1.74531966989195,0.813270588183996,-2828.39475998354
1,1.34951833176177,1.4640503949106,0.754516777367468,-2794.23958392753
1,1.39650780160717,1.7713479013212,0.738606672269171,-2824.70015689426
1,1.20656108556885,1.65459084827591,0.896689764124509,-2818.96100390901
1,1.25544057482161,1.6900545968809,0.837550714694914,-2819.59493805633
1,1.42483282420302,1.58055163973139,0.810716297877902,-2817.60664054238
1,1.42445249524452,2.09573802230875,0.740618058130567,-2813.46655741603
1,1.60321241735132,2.80304770371115,0.941059314262535,-2832.26916309962
1,1.22345260746092,1.49205385746543,0.782100029466085,-2811.21520060422
1,1.31049549454242,2.05267462463065,0.808090934766059,-2802.46044527484
1,1.39239085746213,2.08255523076335,0.839264192755815,-2812.5332279823
1,1.20781659250848,1.61864418340599,0.758985948556712,-2833.71129091532
1,1.47013295851063,2.47296373646339,0.723007031572001,-2819.9354009983
1,1.52686542428663,2.51886193688016,0.832797580007286,-2804.03992663439
1,1.43902502613977,2.1359351359898,0.8136785680215,-2787.09577257373
1,1.54181515989796,2.07822458262851,0.912244224961218,-2828.75403742764
1,1.6271092499525,2.53687916414736,0.803599488211926,-2803.4686549323
1,1.30401004484742,1.98941295312004,0.851171900187721,-2820.9556333164
1,1.46800604415344,1.63379466211717,0.796687044328708,-2815.21838100687
1,1.53537916106554,1.616999076491,0.749106835595393,-2824.95436798326
1,1.35983762707056,2.38868571289206,0.885981677638602,-2806.9786559618
1,1.39101373689034,1.63760666864576,0.794417171537883,-2810.14309512213
1,1.47639366143282,1.48818613052355,0.845510916178672,-2809.01508499685
1,1.31479272258526,1.8698831439475,0.768378419182752,-2811.71302863671
1,1.62057723118061,3.82155812653829,0.955517545506104,-2819.15485585534
1,1.50535460840211,1.61305636103211,0.816101742018086,-2816.39669518763
1,1.27584787632021,2.51698963310713,0.913553455288088,-2815.52465707761
1,1.2213122245667,2.04649697058789,0.796708062619084,-2812.13727480068
1,1.52985049999907,1.73261882255258,0.778002607071433,-2847.64830997931
1,1.30034594711609,1.95257587758702,0.747211746827985,-2810.19031669256
1,1.19696348754054,1.90085075487478,0.688676475130413,-2827.42993887876
1,1.50445360600847,1.9774057902028,0.875845328924455,-2812.47931673292
1,1.35473333110673,2.784428020964,0.769906925330789,-2813.97348793438
1,1.37233081880442,1.50005059511307,0.767143416209087,-2800.37872290639
1,1.59102537306781,1.87339017496113,0.823946093514696,-2813.20341537437
1,1.51470385761417,2.16752523645141,0.93027744752653,-2799.10629373466
1,1.6657926024187,2.68195673452176,0.815567528490352,-2823.14473667252
1,1.44317685105274,1.87800572378515,0.733234072477607,-2829.2013416752
1,1.42331534358586,1.7098424395707,0.877349407968303,-2806.89239796177
1,1.34409401970331,1.75405891753396,0.898478557543508,-2799.83215456443
1,1.49589761624118,2.26516278335638,0.760504324367907,-2813.50299858112
1,1.30314356955292,1.62765837010327,0.791773337833608,-2807.94580868625
1,1.48727713822564,1.97227749588107,0.759789290432173,-2815.55087026323
1,1.27519944687069,1.88654921022759,0.716825838993504,-2831.74975595737
1,1.39221530985293,1.685488558726,0.754447326955264,-2806.70546399646
1,1.64619916523757,2.17169017219654,0.999408774730987,-2840.69403983419
1,1.49490366616178,2.53373862538762,0.897638443746425,-2809.11058904098
1,1.61806103779347,2.15890038279082,0.890958468892429,-2808.09822522737
1,1.46793700774689,2.34422004439969,0.742985134274796,-2803.5046137494
1,1.40315847612222,1.9454448701999,0.685746506311727,-2811.22955566197
1,1.46443671804909,1.75464326244327,0.753561568063821,-2826.94940320077
1,1.54094505210154,2.74745926330614,0.818527105154938,-2820.58899347207
1,1.61318056594021,2.27498596098354,0.813744432579252,-2808.22543134524
1,1.34002376814587,1.96535846763463,0.825895424077449,-2798.63640480279
