"stk","alpha","beta0","sigma","deviance"
10,1.96913847628825,8.19041885706388,0.826916090519416,-2806.38597695894
10,1.90283216824159,5.2602376654233,1.00847232814846,-2818.54566520884
10,2.07723468047007,7.03428298328014,0.998404804231331,-2797.9255990682
10,2.05023524852861,8.66472886346955,1.13709836439658,-2809.5860562457
10,2.12853891457547,8.3234229958251,0.934678763811057,-2828.85037074717
10,2.37382505529518,8.68330801273325,0.992088526346823,-2810.88893748373
10,2.0204094221396,8.10893891643754,1.08103302375363,-2824.56777224334
10,2.2294400065177,6.39199807025259,1.00540538789736,-2811.56723356725
10,2.30063746917842,10.3061326398903,1.04329952247596,-2806.13071433491
10,2.16606128377045,8.94868712910357,0.999288209994401,-2820.41693880569
10,2.16510493901809,9.65474982954556,0.93485844926513,-2801.99473367304
10,1.95532546671464,6.9974270764038,0.938577695494054,-2829.51163131454
10,2.35051607353832,9.64681007243774,0.939198552542265,-2797.46348017063
10,1.83776095148344,6.64588207917487,1.00329357573329,-2824.12359647199
10,2.07087206759341,8.75416302215894,0.97114074884639,-2817.10198787424
10,2.05757256403621,6.13501607641958,1.09983528280691,-2811.76288523855
10,2.04726257452995,8.63117146413184,0.962830223648224,-2804.22835713417
10,1.64274656842955,5.83367793829636,1.28251198048796,-2847.36373650419
10,2.07619511736803,8.25185770212997,0.934000446797349,-2809.76443816073
10,2.08974483097522,8.50679681940798,1.0885950995116,-2803.30173630779
10,2.36000196971475,9.98112285302419,1.03908652930858,-2803.54632779074
10,1.93517266712648,6.79699170618358,1.02922006384889,-2817.29807254123
10,1.73455834163851,6.14280209160716,1.09155523694188,-2806.91398861178
10,2.29572817895003,8.89034438306508,1.07784867715793,-2815.18613127216
10,1.95732273594966,7.20432442132178,1.05428165758073,-2802.51083370441
10,1.95340721442319,6.90977336289831,0.995336484125159,-2814.32706515691
10,2.00591659027132,7.12468210291816,1.10138640694861,-2798.75385907217
10,2.12033576525699,8.4281151350645,0.946453848107376,-2803.24774730175
10,1.77245770901885,6.66861630388657,0.989825924795705,-2803.28998868528
10,1.74477938356837,3.45132598718687,1.01544419840578,-2839.72044181308
10,1.79312313405524,4.31630233053473,0.98169089204406,-2807.66098021165
10,2.26358900232911,8.61502182674515,1.1251808261618,-2827.16360179928
10,2.00072062723589,7.17459321702887,0.924424350369577,-2802.99462865526
10,2.27450046904673,8.84614569730958,0.960019928056303,-2818.37094296424
10,1.87768836298426,6.61912355447076,1.00868055510834,-2795.41913695891
10,2.35377997996958,8.98297931850168,1.17225883658769,-2824.85624040736
10,1.79250432494666,6.29629227850239,1.05830829679806,-2832.10923733951
10,2.00204044189086,7.15614454540432,1.09651253031107,-2805.38104767938
10,1.68502265135498,6.28845947713417,1.1119664316424,-2817.1595834368
10,2.13305756840152,8.4589493482623,0.967663911851248,-2807.58274265409
10,1.84014451931539,6.3330367088575,1.10163500362362,-2815.60464034573
10,2.25316366607486,8.57290591911052,0.973351558070792,-2815.41035426347
10,1.92682306179851,7.22597769762692,0.951965452195003,-2817.58727520354
10,2.10073784059361,7.95412644226576,0.857313695226656,-2817.73470889439
10,1.94612790048715,7.81620232908918,1.07650583121951,-2797.48540382399
10,2.08214022730765,8.31838892485582,1.06974861984657,-2798.64891792449
10,1.98665942564253,7.30039598423333,1.04304433072034,-2811.305871147
10,1.59067056734135,5.02931288085771,1.19461291131566,-2813.07614417794
10,2.07284433460025,8.0578062078903,1.0246163677847,-2815.07431407409
10,2.05359379859748,8.71476795920558,0.882261219719108,-2815.28518351469
10,2.09292308664886,6.4088221111667,0.994099837248929,-2808.42829576577
10,2.02281686137824,8.78149463053591,0.845736620756498,-2800.39575131392
10,2.41218990180319,8.86724466303026,0.901780430233207,-2823.45193505251
10,1.74807516866653,5.83673138283891,0.927579543964006,-2815.16458971548
10,1.8172052983052,4.87628176668039,0.928328465429476,-2807.63534794394
10,2.06455230558976,7.44534331669147,0.965387931127087,-2818.9542297434
10,1.93666503081485,7.38548488562735,0.996899672114676,-2792.44558283412
10,2.0401331800097,6.30212209672275,0.980964406093046,-2800.87506195064
10,1.78426134235907,7.40301435535397,1.07728270962347,-2816.91394960698
10,1.85497448696316,4.64879146394707,0.934040527321532,-2811.03088755689
10,1.97995202197744,8.33707039908156,1.06742778086321,-2810.63915584213
10,2.16174689195844,9.52173024978395,1.04892304011995,-2815.666713452
10,2.28152957833309,8.86081124969848,1.03589947666059,-2811.9127104601
10,2.08673281881183,7.33702808440776,0.948597160297103,-2809.49477061931
10,1.50617652714467,3.86606714133323,1.21825069420123,-2831.58354300493
10,2.09455240172319,8.31880154952085,0.898218450257685,-2818.78594757769
10,2.50096609073123,11.7288167703311,1.10030403471487,-2812.62252135125
10,2.1457262513229,7.24277286702411,0.940191792318035,-2821.20525658204
10,2.29983297079498,9.0062488872271,0.934685882462932,-2822.41875133384
10,2.13060973500402,8.92475975479019,0.918239227465503,-2817.38073246432
10,2.00876823854077,9.93159320142574,1.06526461356593,-2812.33546775546
10,2.05884500677044,8.46746349982881,0.87425964706601,-2816.27818698566
10,2.06268166483587,9.01769644741197,1.10817790150642,-2814.68029757534
10,1.87917671202735,5.36154272211771,1.01746445645606,-2830.70685362244
10,2.06473669976758,9.23818276332904,0.981502619415012,-2815.33092757522
10,2.01823594117892,7.95230622229758,1.00001318012836,-2819.51333594871
10,2.02987099292526,8.35746018113565,0.941328907174122,-2817.83622886332
10,2.17966262339868,7.51759060996506,0.997176411676648,-2805.4721051579
10,1.83372966325064,6.77821001634776,0.890699609419286,-2815.95638689253
10,2.21951935489843,8.78232822239155,0.983105476266634,-2828.92143188648
10,1.86867445556959,6.33458433739078,0.811271851291862,-2803.42964777869
10,2.07496424522143,9.91699899002287,1.03163759015346,-2817.07236541486
11,1.63760627291164,30.5939384133201,1.14974502271109,-2802.07900759464
11,1.70586447364258,39.0655556691158,1.0163767250436,-2820.40927000935
11,1.5811239165504,31.1922029792114,0.76210159414477,-2829.09880205082
11,1.30584017050285,26.9462957939737,1.10579692401056,-2823.38811541987
11,1.4379554439789,26.6102997041055,0.91058377485086,-2807.38774991187
11,1.47904722481915,35.5275909766652,0.982726351678604,-2817.20623281714
11,1.68913990746507,34.3688111886693,0.982216059395406,-2809.91962863802
11,1.4500260901282,24.4025422686234,1.0684560832951,-2818.87733945386
11,1.439164664067,37.9834281905175,1.25462831566704,-2821.74312941808
11,1.40568579678518,21.0475143997749,0.999289271576905,-2814.64322869226
11,1.43871055180949,21.6989003596669,0.907383655715108,-2812.58837288761
11,1.61293700692159,35.3806317163846,1.00892656230119,-2794.41744281668
11,1.42601526440525,37.4490696648726,1.08361048472368,-2818.08328280379
11,1.72245463441813,35.8877431503584,1.13286057123205,-2798.38167833836
11,1.50557856937486,27.7394780449129,1.01133247873649,-2799.44237504732
11,1.58462956534278,37.1552436701358,0.872901569145666,-2809.07058138201
11,1.32236368729447,22.5238733750485,0.971539057891246,-2829.98746885248
11,1.43113904452247,26.8931150849706,0.897299623508628,-2818.17933622176
11,1.59712309595889,24.0787901129274,0.843777107127487,-2813.40304122384
11,1.47342558703512,28.6261268595547,1.18423563293057,-2810.55114086947
11,1.48240388694367,26.357498328324,1.04550654366023,-2819.41651741219
11,1.42729799830031,36.1592597695111,1.05620565270909,-2817.97419834687
11,1.50088108654779,29.0796650889852,1.14210989636141,-2811.99732138749
11,1.41151658282825,24.2689669066781,1.15509184772475,-2822.26285546505
11,1.5609431535687,24.4115272317823,1.23739509153974,-2834.12020413296
11,1.1661423660916,21.4817066708344,1.00128498532162,-2814.78223342634
11,1.22432870639278,24.325650221932,1.03222212764477,-2818.05479450686
11,1.27208501847695,24.0121648561842,1.06022203257701,-2809.05511480263
11,1.33946717895681,30.6102403773637,0.987521522810284,-2815.21125327627
11,1.46276240389631,36.1167818739428,0.932064409122345,-2806.50083466464
11,1.70962493894662,29.5775883130105,1.04632945849734,-2821.23001896928
11,1.73631428888786,34.5763679350909,1.03615988478775,-2807.46550829644
11,1.60968197312412,43.3515401108961,1.04993644313202,-2815.87679719199
11,1.63116481205607,26.3332528545529,1.09798463408162,-2807.11634423266
11,1.36167682381747,23.5874361779346,0.90660928349145,-2816.36155267211
11,1.61772568343863,29.1553511135237,0.889835919581387,-2814.35462609653
11,1.52415458936737,21.8339709317631,1.0082988378032,-2805.50634300998
11,1.52031997130664,34.3100294773257,1.03447490622129,-2817.7865305267
11,1.15131691966682,22.3150720894345,1.20875541004655,-2804.83849222951
11,1.09158481978263,22.6953856877762,1.22929652049913,-2811.50849457346
11,1.49152597207369,25.2785313162402,0.953621545945993,-2822.59429807308
11,1.13972399651821,30.3799654128887,1.11882537676328,-2803.56165814936
11,1.36297230896688,30.6276306637602,0.926420591742281,-2810.43622388818
11,1.50952601028818,25.3981919851083,1.02361405718808,-2823.82663088182
11,1.21350876429367,37.3568030599757,1.15466750429496,-2824.4558671945
11,1.37385647418922,36.2218089996951,1.04784846685464,-2804.40152142062
11,1.21188612403733,25.033686808415,1.01733294213766,-2816.68868690608
11,1.54224802914695,31.7464137875389,1.11012080375765,-2798.67381559791
11,1.58324248206188,36.3148357750239,0.908211792483101,-2803.41498288487
11,1.4893754248299,21.6846201230973,0.753021338091792,-2824.29848393835
11,1.2863838090863,24.525112685082,0.911874569418009,-2810.60541411372
11,1.82609502824422,44.6005019439025,1.04362483712378,-2810.24275054367
11,1.56608251231968,33.0674353932907,1.18458814536491,-2805.13627521654
11,1.42933022903636,25.6672208638216,1.11194999168556,-2802.76508941187
11,1.4789287413855,21.8429841026329,0.933973974225828,-2797.25923213462
11,1.47018840174014,21.0919537702187,0.945455445193088,-2827.82943476216
11,1.64248612585609,24.7556264055771,1.40335996974329,-2823.35718663555
11,1.4983761592427,36.6791601658772,1.0912711451274,-2805.35643328246
11,1.58279288060332,28.1967182912353,1.15254500169865,-2818.06738815108
11,1.41978721199951,22.4798573824475,0.888584065144944,-2815.77434811204
11,1.49954140526936,32.5620790457217,1.06418474576269,-2804.96664481963
11,1.5280421944596,36.8812801479137,0.928223695186688,-2820.48388782994
11,1.55554658814228,28.3174021275392,0.941265550720047,-2828.21490982878
11,1.61604557240105,25.6540915771539,1.27435225030229,-2838.71991831945
11,1.61389569648438,40.7053192770793,0.952884457676945,-2805.11687833303
11,1.3836838663823,38.8884779683412,0.996838125043935,-2839.07501050132
11,1.52421951805799,35.4334716438572,1.04547227615375,-2809.09236709159
11,1.79906702766027,24.6301808805382,0.869230076720654,-2817.64809658014
11,1.32552876957537,33.4715210905076,1.02003741653568,-2809.30982807329
11,1.54000604795039,24.1486130489411,1.02185711310552,-2808.98927775863
11,1.7513204221635,36.5838776824678,1.01568356787864,-2809.65098496678
11,1.60164257609902,28.734449213905,1.06749870162221,-2827.13147490736
11,1.43150177288141,22.6492095751684,0.979988217074756,-2821.98205401675
11,1.41121459192769,26.7829898643574,0.960236731438421,-2804.11943868308
11,1.38758602453461,25.0226132216371,1.04685234834939,-2823.32701646172
11,1.50005085699463,23.8097096754374,0.978768784235244,-2827.79234788781
11,1.74374447496619,28.7915779646899,1.04460104862299,-2810.46114530793
11,1.49893215789788,32.5832820133363,0.972999319782667,-2823.77918269189
11,1.35832634199257,22.5533236541737,0.860274797614137,-2809.12124437911
11,1.63824762101709,24.6584213955773,1.06597933238457,-2797.30041136092
11,1.50265665335631,35.502270057885,0.983580979952008,-2803.4492764174
11,1.4650056859529,26.5389748685389,1.11402150840528,-2816.54120466626
11,1.55724773992945,27.3747865096244,0.92958652629202,-2804.88617537262
11,1.39981435910235,27.3118593260078,0.999783557422256,-2811.96786027238
11,1.37699353507339,27.8192218890658,1.03352238193868,-2808.99232090737
11,1.41977612723398,22.3609919526422,0.788948742195739,-2825.94309688796
11,1.3688126960505,21.4054467876649,0.890027998789605,-2828.41130810085
11,1.83643703613591,38.8415663474734,0.98127274764065,-2813.95077432241
11,1.26458304188006,23.3848745954696,0.831885079087441,-2812.73980049351
11,1.48016324372132,26.6665964389753,1.03229772399863,-2804.19925202535
11,1.57277332131543,29.3932295620762,0.980385628085437,-2820.9639069677
11,1.50523847176236,21.0250942367296,0.969955924735458,-2804.42531074773
11,1.5494403997791,22.3753856016049,0.955496483734507,-2804.03838126342
11,1.36768047009099,21.5749943066016,0.993727158849102,-2810.41611772893
11,1.53547466066447,33.2554983211245,0.939948314361056,-2817.95968435456
11,1.47153441174278,26.5038246362333,0.93676154957763,-2820.49821621692
11,1.40340626347726,21.6691762089319,0.992882421850402,-2830.22788679129
11,1.4514605914005,21.2507246580014,0.939641673719327,-2828.69057492892
11,1.38425077185488,22.7712587367751,0.994022454944262,-2802.46991692584
11,1.49986330510494,21.3295612989813,0.932256609961026,-2810.09264263986
11,1.6117735354636,23.2292953255538,0.979555195018529,-2807.45863131614
11,1.34984160809462,25.7079955345181,1.04017531233311,-2817.42671234385
11,1.4104579013387,26.5014814701213,0.971353945305953,-2819.90477606795
11,1.48326428991204,27.4403884819888,0.987372430273439,-2804.40334236044
11,1.76223319899687,41.7504805840405,1.1081292087327,-2816.32799735558
11,1.6264304370532,23.1072172167676,0.969621768765461,-2808.55687095449
11,1.52869664214671,34.8414911187376,0.92049810477547,-2838.62467620692
11,1.4035967049089,25.1791763930416,1.07345598939326,-2815.55372564553
11,1.24772685745805,25.6428011405406,0.960627787890813,-2809.54529753565
11,1.55582786144752,37.3859550825013,0.994357703133772,-2817.51150789661
11,1.59929070241272,25.1355389704459,1.013452871121,-2823.14691993389
11,1.48424118501243,27.6747203780331,0.969287428944074,-2801.50998657611
11,1.00359636139165,29.0730974333867,1.24636347566698,-2826.48904364134
11,1.34377607943489,23.0186255886189,0.952765005242039,-2803.75689952924
11,1.87754069908212,32.3880934165486,0.929643194699542,-2818.60275461469
11,1.3918552592162,23.3607277365569,0.897815911000524,-2799.61240300905
11,1.48398449566647,22.5025449806171,0.867428233758648,-2797.74004234824
11,1.69241040537095,25.8076627362399,1.08660417822288,-2816.04372122034
11,1.23522698124126,24.5391739807975,1.02207019356207,-2829.85143262856
11,1.41675140703503,30.5874197570637,1.013599439069,-2805.39936473641
11,1.46284127167473,30.8600168451189,1.13859472087042,-2809.0915890233
11,1.45122494068625,39.4044503305472,1.17397395540783,-2819.90886631072
11,1.49573432921824,21.2572546697336,1.05376258410829,-2831.28695989904
11,1.60045283797005,32.1783838124018,0.902261208940051,-2814.51099107899
11,1.43190550626822,28.1312067513937,1.11115822838839,-2839.09885757347
11,1.18844137794434,21.8027747236445,1.2372411644685,-2808.93472500986
11,1.65808649478125,36.3416028755396,1.09092313734907,-2811.23305797201
11,1.41913803012025,22.4379184926911,1.06926423581585,-2810.80926652943
11,1.53944766719643,28.2088837111094,1.2238284091492,-2837.51806325005
11,1.46079332616169,23.0700244014775,1.10959281991785,-2812.39939799987
11,1.5028081050977,22.2552310506706,0.994560793626916,-2803.67380986055
11,1.27043478852891,24.6216248567586,1.08548282333889,-2825.67555758636
11,1.8008378540835,43.3057881376848,1.04565094442562,-2820.5422946918
11,1.4755877722716,40.8375730120075,0.93891061943296,-2820.75102023652
11,1.36898611635245,24.703295269198,1.05710804212138,-2807.58013770929
11,1.53419898788724,25.3431845983416,0.891860768785504,-2809.19941323876
11,1.5578924318137,25.6382995688523,1.11619760957789,-2810.11256349701
11,1.3895648244135,21.8409117829364,0.922062665289435,-2811.92726060373
11,1.77007802397955,34.8209702438456,0.871987381270381,-2816.59455995051
11,1.43497815154934,25.2731950122017,0.913159865982858,-2811.91051819065
11,1.50058875554215,36.8243947183714,0.977777117162027,-2811.86302942765
11,1.50613678405639,23.2847851465127,1.04825679564827,-2829.12156759328
11,1.57147439527039,31.9086235297426,1.01260686998835,-2807.30178842933
11,1.54983432967196,22.9016819220642,0.99105001615061,-2818.64015935037
11,1.40381288785165,31.4402898206924,0.944850199192394,-2807.40561401404
11,1.69929242362091,44.6214538082504,1.01874551534072,-2807.47037319738
11,1.29186118076043,22.1791325343345,1.05704782772976,-2817.35974228456
11,1.45906730045558,27.1415701096073,1.09844096046365,-2826.8883207709
11,1.89510479203483,48.2726615594401,1.03530921458135,-2824.05726664212
11,1.4894472786191,25.6764162396805,1.27414860595867,-2835.00787217928
11,1.1303274123414,22.8910841411829,1.18338302987692,-2849.68545819091
11,1.26595001802463,22.0633722802156,0.930718561277456,-2828.04785749852
11,1.30656291066021,24.7982220898454,0.917699947460705,-2811.54677409791
11,1.75882356477792,23.1475854198673,1.20495916011882,-2824.47791226798
11,1.39241899170346,27.3239636008341,1.14037198045443,-2830.45695414805
11,1.49046345983329,26.3468448769057,1.03203133402352,-2814.24811613311
11,1.33612221797924,25.3619117341671,0.90993187858935,-2810.38036410894
11,1.3028670165401,21.9158573485287,0.989359367930117,-2804.65481465498
11,1.28294049047033,32.7337748603028,0.953972326418754,-2831.95147198912
11,1.25678630774102,23.753479488958,1.12406925754733,-2812.2881165872
11,1.34300256959453,24.7617665812791,1.03555963504165,-2798.33398558547
11,1.67607863968294,31.4825678592117,0.944664872315321,-2799.92965912211
11,1.17002041763729,23.013100041571,1.02114861360445,-2807.07229326573
11,1.41918887116853,21.3035532537592,0.933651822872726,-2800.60780168118
11,1.25864794956877,23.9208002326254,0.991630316190995,-2815.59480807477
11,1.49361047784678,24.3363771345737,1.01954623424227,-2817.08724176057
11,1.52677348346563,22.4101450004841,0.851722889231369,-2817.0609399496
11,1.39040264058444,21.9885793290915,0.883143875859097,-2813.93369720911
11,1.53672920109277,26.1914004604931,0.899952832909217,-2847.48312776191
11,1.60402823548382,46.5061895229098,0.991801775051878,-2821.66102258638
11,1.61164890453376,37.6388164175787,1.22893428198972,-2815.9573057634
11,1.37028657472122,23.0662686760679,0.855737856041975,-2819.1089377686
11,1.55008858490792,28.6011501169871,0.883625687392164,-2828.70885810965
11,1.63580926062742,35.162020345331,1.07214148171053,-2811.5606051305
11,1.56359074658083,30.8139571202036,0.966793263976456,-2802.35529468509
11,1.58201868445971,31.9347751293632,1.10185208567044,-2811.84777736157
11,1.14662112022912,26.6745248829624,1.01107397097501,-2807.81599273853
11,1.3592564676383,25.3819789210637,1.02772781440285,-2794.56807398347
11,1.58866362240652,36.6407639204919,0.89048332839237,-2817.03550596821
11,1.46713274637331,29.2994991346956,1.17277417629884,-2827.82682345331
11,1.62241238484762,24.4409976112986,1.05087841494283,-2830.59833167515
11,1.60441533145246,29.4799455569984,1.04217521753956,-2820.60319228354
11,1.60137232172958,44.4329049950588,1.02323636240791,-2813.86549137707
11,1.26694768515821,22.4320037258271,1.01704072347962,-2800.69276627869
11,1.68139002650274,38.1457060034711,0.916330787641683,-2808.41325232145
11,1.34618912632031,28.5801151602954,0.946771281235683,-2814.78538013455
11,1.19823737198243,24.0054287999663,0.939567774156997,-2812.52162274303
11,1.52635984420657,25.3036535379087,0.920572891740956,-2815.38675073919
11,1.35472653625601,25.9864478833343,0.97426287634362,-2818.30974212587
11,1.28131677874947,21.3673234887349,0.817755894364439,-2820.87952720559
11,1.29610228844181,25.0010449370691,0.960191631985405,-2814.32276140258
11,1.7267553286874,43.9529031594899,1.07998488792873,-2808.9898796443
11,1.30028863274632,31.2735400635213,1.18451526891027,-2822.80813710019
11,1.44402590567134,38.2405287223408,1.06829366237796,-2797.92706501543
11,1.32524243430753,26.386834012779,1.05465743679229,-2806.53319891908
11,1.60060768641563,24.5755346127516,0.899666981203461,-2822.08841756534
11,1.51500464296076,24.7283838547712,0.976563853404056,-2807.80240639949
11,1.40634124788873,24.599773661903,0.90808620511736,-2829.52672294117
11,1.9786938567355,53.1110493637563,1.07543659362561,-2817.57378138556
11,1.43587134444401,34.558536864179,0.97653575693272,-2814.56560818779
11,1.77426684151126,31.158371048627,1.00270812224646,-2806.4139864087
11,1.56730517796287,26.680032674855,1.00324657562147,-2824.56550306954
11,1.58693184497698,23.0200198774547,0.850090957952591,-2818.76030121021
11,1.51430734470755,35.1475900057257,1.08357302944113,-2827.8807645016
11,1.54859030479035,37.4298419773081,1.06898881335069,-2822.562248584
11,1.26696018818627,22.1764637808092,1.0768841615016,-2815.69987615221
11,1.43025902434069,26.9993302265126,0.975855339267218,-2806.81371011569
11,1.70573912412382,45.5702957475077,0.951987739555341,-2821.08302956683
11,1.88353276967065,42.024869590945,1.10099389322266,-2799.27392549456
11,1.48579524256856,26.230839729913,0.918263941558139,-2818.03340044234
11,1.55150592903062,25.2204381412341,0.823871153487499,-2817.21486063097
11,1.69153972894692,30.4976518650708,0.906148642216085,-2800.92345585918
11,1.57162181491866,28.1918758100561,0.935787776214534,-2802.74778130489
11,1.50174863670711,26.7670956172447,1.09736623966756,-2816.22319809707
11,1.19124403600899,29.6502946986565,0.865561925048905,-2821.45331925515
11,1.47793709450747,21.0682944106149,1.06898887839812,-2816.77979320325
11,1.41589160024132,30.5285116191525,0.907447920425406,-2818.70866836023
11,1.5618834038919,30.1267933614793,1.10008817409251,-2808.60709515679
11,1.65991676986995,21.7817779233856,0.885401658005556,-2808.75797672414
11,1.66549748877669,37.1836393377817,1.06130671201357,-2814.21529124824
11,1.5823752048466,41.5396844665266,0.96553295715172,-2821.86447417102
11,1.53392258022213,32.1099211231993,0.959003973503242,-2797.18826080774
11,1.58063763189625,35.786177411513,0.909306063702217,-2805.55277708614
11,1.77456757403666,31.0189643483901,1.17047634829521,-2821.30699002791
11,1.69275626573886,38.5284771051487,1.02139436099222,-2800.26369747765
11,1.55489671278435,32.9260820288795,0.796600654508132,-2810.65838402202
11,1.57486692922193,40.6880125100794,1.20471252968924,-2805.73048617715
11,1.23513757721108,21.7185653286184,1.00823750702976,-2807.79212257027
11,1.51986744465473,47.7866214883747,1.10433209229502,-2813.75784451186
11,1.51222460751926,22.8721539279498,0.956837795973824,-2818.98289295618
11,1.30002193021653,26.0304143976446,1.00410870628439,-2808.13461033006
11,1.44026361619733,30.0802772148142,1.01512854762149,-2816.56084322089
11,1.65675802583412,32.980380851205,0.952339463373112,-2806.34379208102
11,1.39533986992896,21.4741549561607,0.977324306182277,-2825.48863106824
11,1.8840330721163,37.2482831447161,1.11505811097566,-2814.51894149408
11,1.39300492412585,24.9701830853368,0.980712817642235,-2823.54774490055
11,1.35680834116317,30.6450095776206,1.07143694886325,-2830.05749694787
11,1.5298918734163,31.1339524003909,0.960406468357529,-2808.34323440494
11,1.69995549296631,32.6838980714928,0.979018862682503,-2809.68700075155
11,1.41859920964203,24.4577319950186,1.08474395392445,-2800.71182352166
11,1.53312923111772,22.4283479115546,0.896589701445617,-2815.25812598748
11,1.74886788220336,23.6402724207063,1.12911184263142,-2816.32393484869
11,1.65773008524926,23.4440554263604,1.02519530281387,-2825.6579634173
11,1.49675559180428,31.297183723828,1.11080383022392,-2803.81219010417
11,1.24907429511912,26.2513910383687,0.99879343491065,-2839.30790750275
11,1.61638453940455,37.8051797592724,1.03280714994693,-2815.38695898641
11,1.3862380263127,22.7912209050274,1.03062413176275,-2811.33240513144
11,1.51706433781471,31.3060686821628,0.928240642706121,-2824.29480634954
11,1.55778079775706,41.3856443734995,1.02364203520372,-2800.14698843301
11,1.28674318744327,27.6262915107945,0.867677398724876,-2826.92254849531
11,1.40720831260085,21.8707787879968,1.07451281054915,-2807.5313848677
11,1.51533753921319,23.7377128545701,1.01016378753304,-2811.94187194837
11,1.4471784276486,30.1748762634404,0.898946894663533,-2806.29893691903
11,1.49014004007079,25.2265313482076,0.94410531868062,-2798.81756967922
11,1.2996020456795,24.3255651400395,1.06819473820512,-2808.0025853466
11,1.32050028531663,24.3319682487628,0.955907595383188,-2802.66750165011
11,1.20449342051544,26.1365676286203,0.867909412833225,-2829.1627874817
11,1.45177087776053,27.9283713569964,0.876144539011997,-2805.58068291054
11,1.53875245568366,30.2764377425827,1.05389986294515,-2812.66494419382
11,1.61907407012755,25.1548173566649,1.08783123728368,-2827.89047864192
11,1.2419306948862,23.6449214670947,1.05297625883507,-2813.02731435338
11,1.58125180954829,22.5714957218785,1.1910461714781,-2824.03035758969
11,1.75074033339249,39.0666329195385,1.14128300022707,-2825.553784787
11,1.33348291206362,22.3875301049811,0.99169571314823,-2819.38285942532
11,1.65682404714585,36.780283738496,1.14225214367259,-2824.26841763957
11,1.33697839332456,22.3730829300468,1.03320694497856,-2805.88942061349
11,1.38854868109524,29.6606633204934,1.13285422543036,-2822.12052291876
11,1.54860849683998,38.9073994962408,0.918499556056246,-2812.41256393685
11,1.74894067006107,30.1673691201102,1.12415482538175,-2811.48828402906
11,1.89674011215941,38.9692987166119,0.918198104526468,-2833.26704636602
11,1.59990965628675,29.463964430932,0.896249279556512,-2830.84269150304
11,1.38808495352487,26.3484089799839,1.13116323167031,-2803.31990923017
11,1.48283168585726,27.6813736430754,0.934786190111538,-2818.4853698472
11,1.35554803990314,25.4504333994647,0.867408989521368,-2807.21536239621
11,1.43516699124644,45.379779936642,0.977442313247818,-2830.46527077551
11,1.37136735234025,21.6398553851276,0.958493262874416,-2814.48992559469
11,1.39323893976736,28.8881079108198,1.18389857383293,-2810.18575223655
11,1.60829082208222,28.1529101091422,1.05097509548236,-2821.05787365414
11,1.31383181313579,27.4298377742317,1.155985620191,-2818.97941801397
11,1.43231748811245,32.6366421604326,0.989546199244499,-2825.00793443556
11,1.52819552636073,34.9217887557367,0.912840123259096,-2804.77180270468
11,1.44985996120368,27.8109956837969,1.06417604349866,-2803.86928376088
11,1.32236998588646,21.3311622139069,0.926484581884457,-2817.44816617024
11,1.35543296775613,27.3501898039606,0.964620152876315,-2817.54991609935
11,1.58279122325984,33.8819080149252,0.975423594310187,-2803.70201096757
11,1.44806508873011,32.6286783208935,1.10917508016901,-2820.14128700147
11,1.17011713812894,20.9338888316192,0.933405130990021,-2812.42364202896
11,1.71138812720062,32.2649257737446,1.11633777092024,-2819.41284766073
11,1.509814932359,33.1000425784489,0.867079918852021,-2826.6508946727
11,1.78571705626751,31.6926066099789,0.987193713881545,-2811.15464398324
11,1.8350238828001,37.9505699462808,0.985013947998247,-2834.3784035062
11,1.11465681085004,21.2659754927508,1.06432393969895,-2802.79394406702
11,1.25237506303404,22.6223275147453,0.906310465355579,-2801.03696757928
11,1.61066736616791,27.281490704876,0.964461057979716,-2812.57875257408
11,1.56360821671916,29.8343166468283,0.996145117769339,-2813.62282601681
11,1.45419347546522,31.7111980548071,0.944714290995745,-2818.72834343763
11,1.43970079926318,27.6558057059738,0.929464420125402,-2820.43405478124
11,1.27463087190009,22.3956184124885,0.853625657082753,-2814.08285404089
11,1.66280211012867,31.8873960344468,1.14893315960524,-2828.24649203596
11,1.42127653240966,29.849039332258,0.907038424465785,-2806.25860374433
11,1.44844823430901,27.1707346157611,0.983613409768302,-2804.99444045765
11,1.40765676784824,30.1605785512201,1.11530159495796,-2792.97036894657
11,1.33409240601393,24.1163016761182,0.93391080269585,-2827.81482039461
11,1.48366327316354,34.5849562128713,1.06132504648687,-2824.08962157296
11,1.57975116886683,29.5688777563888,0.98894435938605,-2812.79587271586
11,1.43379248532484,29.1084536084477,1.2684089573758,-2832.68054564508
11,1.09615620806088,25.5494207504139,0.981918865796635,-2826.96112557751
11,1.36863915900428,26.8402316655116,1.0580993598413,-2807.04964987493
11,1.67484789219777,42.4049740820494,1.03753518194365,-2817.60370072012
11,1.24927914621124,21.0441590338364,0.952825719412306,-2823.1656725089
11,1.09836162122918,22.271446505654,0.9568466322283,-2818.88717659029
11,1.58287886248565,22.0952483188502,1.12798902240912,-2829.82199453678
11,1.5551104334232,21.5634071941407,1.00385620324682,-2805.15757859189
11,1.25125321277211,23.8940216499134,1.0229236655742,-2816.15734302603
11,1.44984656867449,21.7745960127627,0.969904040368338,-2818.42558041084
11,1.50139609938085,36.3314322577341,1.13307862993965,-2815.56570367895
11,1.49498846132836,23.5842966226386,0.955975735815675,-2819.96541777597
11,1.45315892077764,25.7662055512485,0.975527488547863,-2814.24313261824
