Label,Stock,StockID,Model,Parameter,Value,SD,LCL,LQ,Median,UQ,UCL
Label,Stock,StockID,Model,Paramter,Value,SD,LCL,LQ,Median,UQ,UCL
Label,character,numeric,character,character,numeric,numeric,numeric,numeric,numeric,numeric,numeric
,Portage,7,RickerTVA,alpha[29],2.12811866,0.423145426,1.347,1.851,2.108,2.378,3.026024996
,Portage,7,RickerTVA,alpha[30],2.11625477,0.435700373,1.327,1.829,2.09,2.371,3.065
,Portage,7,RickerTVA,alpha[31],2.047544991,0.417442319,1.264975,1.77075,2.026,2.296,2.941025
,Portage,7,RickerTVA,alpha[32],2.02324322,0.435040613,1.225,1.738,1.995,2.277,2.971024996
,Portage,7,RickerTVA,alpha[33],1.860925361,0.415328562,1.031974988,1.6,1.861,2.124,2.680024995
,Portage,7,RickerTVA,alpha[34],1.69473376,0.455227245,0.7024975,1.43475,1.729,1.989,2.512
,Portage,7,RickerTVA,alpha[35],1.651558383,0.431454844,0.739775,1.386,1.671,1.939,2.44005
,Portage,7,RickerTVA,alpha[36],1.665944382,0.420189847,0.8070925,1.394,1.668,1.943,2.471025
,Portage,7,RickerTVA,alpha[37],1.593661615,0.426132365,0.717895,1.32275,1.608,1.874,2.407
,Portage,7,RickerTVA,alpha[38],1.486158204,0.445574579,0.566945,1.199,1.506,1.791,2.317025
,Portage,7,RickerTVA,alpha[39],1.34506409,0.49646153,0.2519825,1.036,1.3825,1.686,2.224
,Portage,7,RickerTVA,alpha[40],1.309709549,0.489133559,0.27967,0.98805,1.336,1.65125,2.21705
,Portage,7,RickerTVA,alpha[41],1.205996866,0.553209923,-0.007207925,0.880075,1.2465,1.584,2.173
,Portage,7,RickerTVA,alpha[42],1.33012656,0.475884571,0.3554925,1.015,1.342,1.653,2.240025
,Portage,7,RickerTVA,alpha[43],1.276241868,0.483877849,0.29647,0.9528,1.286,1.607,2.202025
,Portage,7,RickerTVA,alpha[44],1.291916682,0.494228855,0.3088725,0.95785,1.294,1.632,2.244025
,Portage,7,RickerTVA,alpha[45],1.244764796,0.524524227,0.1843925,0.897875,1.253,1.602,2.247025
,Portage,7,RickerTVA,alpha[46],1.095896112,0.600376272,-0.1424875,0.707375,1.121,1.516,2.197025
,Portage,7,RickerTVA,alpha[47],0.810575412,0.847512776,-1.246025,0.349175,0.92085,1.406,2.149025
,Portage,7,RickerTVA,beta,34.79817377,18.14468076,3.604347704,21.42749956,33.70499666,46.82,72.63024998
,Portage,7,RickerTVA,Smax,0.12791557,4.76545551,0.01377,0.02136,0.029664996,0.046657498,0.277449825
,Portage,7,RickerTVA,var,0.655638469,0.62376542,0.001207,0.033969996,0.528099763,1.17724992,1.896049974
,Portage,7,RickerTVAFB,alpha[1],2.051823848,0.543907428,0.838172482,1.731,2.1,2.417,3.031024996
,Portage,7,RickerTVAFB,alpha[2],2.079939898,0.510608239,0.9685,1.781,2.12,2.41725,2.997
,Portage,7,RickerTVAFB,alpha[3],2.138812844,0.474806325,1.119925,1.868,2.164,2.447,2.999
,Portage,7,RickerTVAFB,alpha[4],2.30338532,0.420422568,1.484,2.031,2.301,2.573,3.143024996
,Portage,7,RickerTVAFB,alpha[5],2.45526259,0.430881673,1.668,2.164,2.432,2.719,3.361024996
,Portage,7,RickerTVAFB,alpha[6],2.55173111,0.454919419,1.749,2.244749958,2.51449995,2.824,3.578024997
,Portage,7,RickerTVAFB,alpha[7],2.6400406,0.485003968,1.816,2.304,2.589,2.929,3.741049987
,Portage,7,RickerTVAFB,alpha[8],2.65833362,0.489533315,1.847974993,2.31974996,2.599499952,2.942,3.796049987
,Portage,7,RickerTVAFB,alpha[9],2.59115879,0.445605658,1.828,2.28,2.553,2.853,3.573024997
,Portage,7,RickerTVAFB,alpha[10],2.48328239,0.405312487,1.734,2.216,2.459,2.733,3.354074967
,Portage,7,RickerTVAFB,alpha[11],2.41329511,0.402963687,1.639,2.155,2.405,2.666249965,3.237
,Portage,7,RickerTVAFB,alpha[12],2.39067029,0.400165664,1.593949969,2.135,2.381,2.648,3.194
,Portage,7,RickerTVAFB,alpha[13],2.38523114,0.396825997,1.613,2.137,2.377,2.636,3.192024996
,Portage,7,RickerTVAFB,alpha[14],2.39714864,0.391527714,1.638,2.142,2.391,2.646,3.199049985
,Portage,7,RickerTVAFB,alpha[15],2.392059372,0.397598255,1.632974993,2.132,2.377,2.644,3.217
,Portage,7,RickerTVAFB,alpha[16],2.35839635,0.394046169,1.582974992,2.105,2.356499947,2.607,3.166024996
,Portage,7,RickerTVAFB,alpha[17],2.34782662,0.394625989,1.562,2.094,2.343,2.595,3.142
,Portage,7,RickerTVAFB,alpha[18],2.40099571,0.399483444,1.659,2.138,2.385499948,2.646,3.244024996
,Portage,7,RickerTVAFB,alpha[19],2.4045457,0.3997918,1.653,2.148,2.385,2.64,3.257
,Portage,7,RickerTVAFB,alpha[20],2.44328789,0.417660401,1.69,2.167,2.411,2.694,3.341
,Portage,7,RickerTVAFB,alpha[21],2.43060056,0.417406998,1.684974993,2.146,2.401,2.685249965,3.331
,Portage,7,RickerTVAFB,alpha[22],2.41136953,0.41519905,1.642974993,2.133749956,2.386499948,2.669,3.299024996
,Portage,7,RickerTVAFB,alpha[23],2.40629054,0.420240943,1.647,2.125,2.375,2.654249965,3.322024996
,Portage,7,RickerTVAFB,alpha[24],2.39782863,0.422442561,1.647,2.113,2.36,2.655,3.332024996
,Portage,7,RickerTVAFB,alpha[25],2.36065509,0.416579745,1.626,2.082,2.321,2.611,3.272
,Portage,7,RickerTVAFB,alpha[26],2.2549154,0.399824202,1.481974992,1.996,2.242,2.503,3.085
,Portage,7,RickerTVAFB,alpha[27],2.17524537,0.408589949,1.333975,1.932,2.174,2.425,2.987
,Portage,7,RickerTVAFB,alpha[28],2.184393605,0.400276485,1.406925,1.934,2.174,2.431,3.004
,Portage,7,RickerTVAFB,alpha[29],2.21479074,0.411057357,1.462,1.943,2.19,2.460249962,3.09
,Portage,7,RickerTVAFB,alpha[30],2.197367776,0.417458232,1.452974992,1.926,2.162,2.44,3.13
,Portage,7,RickerTVAFB,alpha[31],2.13096805,0.409553691,1.392,1.865,2.106,2.37,3.009074964
,Portage,7,RickerTVAFB,alpha[32],2.08260494,0.407653766,1.349974991,1.814,2.057,2.318,2.982
,Portage,7,RickerTVAFB,alpha[33],1.94891991,0.394597747,1.182,1.699,1.939,2.193,2.748049982
,Portage,7,RickerTVAFB,alpha[34],1.817806585,0.398413954,0.991495,1.569,1.828,2.077,2.580025
,Portage,7,RickerTVAFB,alpha[35],1.750877107,0.399245751,0.9125875,1.497,1.7635,2.018,2.489
,Portage,7,RickerTVAFB,alpha[36],1.735612565,0.399709884,0.919155,1.479,1.748,1.998,2.505025
,Portage,7,RickerTVAFB,alpha[37],1.668394521,0.412822445,0.8258,1.40975,1.681,1.94,2.45405
,Portage,7,RickerTVAFB,alpha[38],1.577784892,0.420838092,0.6765825,1.313,1.601,1.864,2.338025
,Portage,7,RickerTVAFB,alpha[39],1.461918304,0.45248327,0.4754675,1.185,1.496,1.773,2.257025
,Portage,7,RickerTVAFB,alpha[40],1.415199014,0.460879796,0.424165,1.133,1.444,1.734,2.235025
,Portage,7,RickerTVAFB,alpha[41],1.344017052,0.481317648,0.29068,1.05,1.372,1.68,2.189025
,Portage,7,RickerTVAFB,alpha[42],1.416196173,0.44434908,0.4967,1.131,1.4285,1.719,2.25305
,Portage,7,RickerTVAFB,alpha[43],1.3635128,0.46247932,0.39938,1.06375,1.3775,1.682,2.216025
,Portage,7,RickerTVAFB,alpha[44],1.370925938,0.467712357,0.4190925,1.066,1.383,1.688,2.246
,Portage,7,RickerTVAFB,alpha[45],1.337711486,0.489468581,0.33944,1.019,1.35,1.677,2.237
,Portage,7,RickerTVAFB,alpha[46],1.242488708,0.539643004,0.1284875,0.89555,1.266,1.623,2.20505
,Portage,7,RickerTVAFB,alpha[47],1.026203888,0.703592027,-0.576025,0.6179,1.1045,1.52,2.16605
,Portage,7,RickerTVAFB,beta,45.89894982,19.33565731,9.457,31.94248561,45.45,59.34,86.45
,Portage,7,RickerTVAFB,Smax,0.048368826,0.546672468,0.01157,0.01685,0.022,0.031307485,0.1057
,Portage,7,RickerTVAFB,var,0.580610669,0.619903515,0.001158925,0.02182,0.298599933,1.098,1.882024994
,Weaver,8,Ricker,alpha,2.3804739,0.281328079,1.842,2.187,2.377,2.568,2.939
,Weaver,8,Ricker,beta,10.35199407,4.805032481,1.56,6.900999783,10.21,13.52,20.25
,Weaver,8,Ricker,Smax,0.208286529,2.221381186,0.04937,0.0739475,0.09794,0.144924994,0.6410025
,Weaver,8,Ricker,var,1.73346357,0.385470275,1.132974989,1.460749936,1.681,1.949,2.651049982
,Weaver,8,RickerTVA,alpha[1],2.330263774,0.591259918,1.037,1.979,2.389,2.721,3.389
,Weaver,8,RickerTVA,alpha[2],2.411645762,0.510909211,1.354,2.103,2.439,2.745,3.379
,Weaver,8,RickerTVA,alpha[3],2.67421627,0.512992209,1.742,2.335,2.63,2.98,3.806049987
,Weaver,8,RickerTVA,alpha[4],2.63114229,0.45782955,1.781,2.33,2.609,2.905249968,3.62007497
,Weaver,8,RickerTVA,alpha[5],2.76764285,0.544926392,1.854974993,2.391,2.697,3.083,3.956024997
,Weaver,8,RickerTVA,alpha[6],2.73556045,0.513515596,1.836,2.385,2.677,3.045249969,3.857024997
,Weaver,8,RickerTVA,alpha[7],2.61989672,0.455910772,1.776974993,2.32,2.594,2.895,3.61
,Weaver,8,RickerTVA,alpha[8],2.49832222,0.456241794,1.584949969,2.214,2.498,2.782,3.418
,Weaver,8,RickerTVA,alpha[9],2.446115265,0.465539172,1.477974992,2.169,2.453499949,2.745,3.350049985
,Weaver,8,RickerTVA,alpha[10],2.419560225,0.471702495,1.4529,2.14,2.434,2.71225,3.315
,Weaver,8,RickerTVA,alpha[11],2.42398645,0.469588408,1.428975,2.142,2.439,2.72,3.329
,Weaver,8,RickerTVA,alpha[12],2.436203705,0.469176775,1.463,2.147,2.441,2.731,3.35
,Weaver,8,RickerTVA,alpha[13],2.57775101,0.498921719,1.649974993,2.257,2.543499951,2.868,3.700049987
,Weaver,8,RickerTVA,alpha[14],2.38759443,0.507888029,1.301924916,2.094,2.413499948,2.708,3.353024996
,Weaver,8,RickerTVA,alpha[15],2.43300212,0.48427664,1.409974991,2.14,2.441,2.731,3.395
,Weaver,8,RickerTVA,alpha[16],2.48286208,0.490125927,1.522,2.18,2.465,2.769,3.533024997
,Weaver,8,RickerTVA,alpha[17],2.62648838,0.614622739,1.619,2.241,2.548,2.903,4.226049988
,Weaver,8,RickerTVA,alpha[18],2.44081535,0.483455352,1.460949967,2.154,2.433,2.733,3.433024996
,Weaver,8,RickerTVA,alpha[19],2.415379427,0.478454644,1.385974991,2.13,2.422,2.719249966,3.333049985
,Weaver,8,RickerTVA,alpha[20],2.147604403,0.641824162,0.604595,1.83375,2.264,2.576,3.14605
,Weaver,8,RickerTVA,alpha[21],2.025079057,0.817098803,-0.0953355,1.733,2.245,2.557,3.137025
,Weaver,8,RickerTVA,alpha[22],2.277689,0.513773149,1.1,1.989,2.32,2.61625,3.20005
,Weaver,8,RickerTVA,alpha[23],2.50525524,0.454482706,1.627,2.208749958,2.494,2.779,3.459024996
,Weaver,8,RickerTVA,alpha[24],2.6982311,0.58080586,1.795,2.301,2.596,2.999,4.081
,Weaver,8,RickerTVA,alpha[25],2.67326998,0.534672695,1.8,2.3,2.597499952,2.973,3.896049987
,Weaver,8,RickerTVA,alpha[26],2.369608545,0.540618612,1.028949953,2.101,2.412,2.705249965,3.341024996
,Weaver,8,RickerTVA,alpha[27],2.55332675,0.459091459,1.716974993,2.248,2.526,2.83,3.544
,Weaver,8,RickerTVA,alpha[28],2.53278149,0.4599716,1.690949971,2.234,2.509,2.802,3.535
,Weaver,8,RickerTVA,alpha[29],2.56936354,0.466454168,1.729,2.262,2.537,2.845249967,3.581024997
,Weaver,8,RickerTVA,alpha[30],2.53934229,0.449360385,1.729,2.241,2.511,2.803,3.528024997
,Weaver,8,RickerTVA,alpha[31],2.4970867,0.448887498,1.659,2.205,2.476,2.763,3.478049986
,Weaver,8,RickerTVA,alpha[32],2.49087177,0.441950814,1.680974993,2.199,2.474,2.757,3.459024996
,Weaver,8,RickerTVA,alpha[33],2.50069399,0.458235183,1.662,2.2,2.471,2.768,3.495
,Weaver,8,RickerTVA,alpha[34],2.47282896,0.445550098,1.645,2.179749957,2.451,2.733,3.438024996
,Weaver,8,RickerTVA,alpha[35],2.49065541,0.485019965,1.62889988,2.168,2.448,2.77,3.571
,Weaver,8,RickerTVA,alpha[36],2.39809091,0.441110455,1.561974992,2.112,2.38,2.664249965,3.321049985
,Weaver,8,RickerTVA,alpha[37],2.221155594,0.457703591,1.24397499,1.943,2.234,2.514249963,3.124024996
,Weaver,8,RickerTVA,alpha[38],2.13752985,0.464039789,1.141974989,1.857,2.16,2.444,3.006024996
,Weaver,8,RickerTVA,alpha[39],2.075411603,0.47725933,1.039975,1.781,2.11,2.396,2.949
,Weaver,8,RickerTVA,alpha[40],1.979081348,0.554311332,0.690395,1.679,2.06,2.359,2.866025
,Weaver,8,RickerTVA,alpha[41],2.161283807,0.451913944,1.249949961,1.877,2.168,2.453,3.054024996
,Weaver,8,RickerTVA,alpha[42],2.206142896,0.492878218,1.258,1.88374995,2.197,2.508,3.256024996
,Weaver,8,RickerTVA,alpha[43],2.2767209,0.662854964,1.173,1.86,2.194,2.566,3.971049988
,Weaver,8,RickerTVA,alpha[44],1.97301322,0.516497092,0.893255,1.646,2.01,2.328,2.89605
,Weaver,8,RickerTVA,alpha[45],1.604061679,0.728947495,0.01781525,1.127,1.717,2.15325,2.750025
,Weaver,8,RickerTVA,alpha[46],0.866350756,1.749060689,-3.584075,0.14375,1.5485,2.10925,2.739
,Weaver,8,RickerTVA,beta,10.15833234,4.940767956,1.393749122,6.558749986,9.905999798,13.48,20.40049976
,Weaver,8,RickerTVA,Smax,0.229076099,2.920039022,0.049028749,0.07417,0.100949988,0.1525,0.71771961
,Weaver,8,RickerTVA,var,0.721184171,0.707088642,0.001193925,0.039674923,0.514949978,1.308249928,2.176049978
,Weaver,8,RickerTVAFB,alpha[1],2.400146955,0.558553883,1.141974989,2.102,2.425,2.737,3.460074968
,Weaver,8,RickerTVAFB,alpha[2],2.45847083,0.493380203,1.425949966,2.167,2.465,2.764249966,3.436
,Weaver,8,RickerTVAFB,alpha[3],2.6245874,0.49103626,1.746949972,2.309,2.580499952,2.902,3.723024997
,Weaver,8,RickerTVAFB,alpha[4],2.63925049,0.471939165,1.79,2.323,2.601,2.92,3.661024997
,Weaver,8,RickerTVAFB,alpha[5],2.7181969,0.512544685,1.872,2.367,2.65,2.992,3.918
,Weaver,8,RickerTVAFB,alpha[6],2.6910022,0.486555247,1.860974993,2.363,2.632,2.963,3.818024997
,Weaver,8,RickerTVAFB,alpha[7],2.60584708,0.433023449,1.822,2.323,2.574,2.863,3.558024997
,Weaver,8,RickerTVAFB,alpha[8],2.51748856,0.429375878,1.652974993,2.259749959,2.505,2.776,3.402
,Weaver,8,RickerTVAFB,alpha[9],2.47000977,0.42508153,1.590974992,2.217,2.466499949,2.735,3.315
,Weaver,8,RickerTVAFB,alpha[10],2.43926926,0.42327015,1.535974992,2.192,2.447,2.704,3.273024996
,Weaver,8,RickerTVAFB,alpha[11],2.44778603,0.414345725,1.579949969,2.200749957,2.451,2.706,3.277
,Weaver,8,RickerTVAFB,alpha[12],2.45935461,0.423682738,1.569974992,2.211,2.464,2.716,3.312024996
,Weaver,8,RickerTVAFB,alpha[13],2.52093911,0.430384863,1.697,2.261,2.498,2.77,3.441024996
,Weaver,8,RickerTVAFB,alpha[14],2.4287125,0.428554235,1.506,2.184,2.444,2.689,3.27
,Weaver,8,RickerTVAFB,alpha[15],2.45802112,0.420025132,1.590974992,2.212,2.456,2.707,3.299
,Weaver,8,RickerTVAFB,alpha[16],2.49936968,0.418400579,1.691949971,2.24,2.484,2.738,3.388049986
,Weaver,8,RickerTVAFB,alpha[17],2.59489231,0.48554752,1.781949973,2.282,2.529,2.833249967,3.775049987
,Weaver,8,RickerTVAFB,alpha[18],2.46848606,0.416446612,1.637974993,2.215,2.455,2.707,3.347024996
,Weaver,8,RickerTVAFB,alpha[19],2.40431002,0.408293066,1.556974992,2.166,2.405,2.655,3.228024996
,Weaver,8,RickerTVAFB,alpha[20],2.235032573,0.491023323,1.040925,2.003,2.299,2.545,3.06105
,Weaver,8,RickerTVAFB,alpha[21],2.17285001,0.564513319,0.720295,1.94,2.283,2.528,3.022025
,Weaver,8,RickerTVAFB,alpha[22],2.312501027,0.444090847,1.285975,2.076,2.347,2.588,3.120025
,Weaver,8,RickerTVAFB,alpha[23],2.4766635,0.419778959,1.661974993,2.224,2.457,2.71,3.411024996
,Weaver,8,RickerTVAFB,alpha[24],2.6162202,0.498873488,1.811,2.293,2.545,2.861,3.838049987
,Weaver,8,RickerTVAFB,alpha[25],2.60538007,0.472858557,1.832,2.296,2.537,2.851,3.743
,Weaver,8,RickerTVAFB,alpha[26],2.45570151,0.433839613,1.586974992,2.206,2.445,2.705,3.368
,Weaver,8,RickerTVAFB,alpha[27],2.5441034,0.430905627,1.782,2.264,2.505,2.786,3.508049986
,Weaver,8,RickerTVAFB,alpha[28],2.55337241,0.433696255,1.786,2.273,2.508,2.798249967,3.537
,Weaver,8,RickerTVAFB,alpha[29],2.56900188,0.447615892,1.818,2.276,2.517,2.814,3.604024997
,Weaver,8,RickerTVAFB,alpha[30],2.54217914,0.440792917,1.781,2.255,2.495,2.777,3.562
,Weaver,8,RickerTVAFB,alpha[31],2.510572045,0.433488629,1.763975,2.229,2.467,2.744,3.513
,Weaver,8,RickerTVAFB,alpha[32],2.49973282,0.433217815,1.73,2.225,2.455,2.733,3.472099944
,Weaver,8,RickerTVAFB,alpha[33],2.50231507,0.442879591,1.748974993,2.216749958,2.453,2.74,3.528
,Weaver,8,RickerTVAFB,alpha[34],2.47664106,0.434290445,1.729974993,2.189,2.435,2.713,3.490049986
,Weaver,8,RickerTVAFB,alpha[35],2.45777767,0.448741354,1.687,2.164,2.411,2.700249965,3.494124913
,Weaver,8,RickerTVAFB,alpha[36],2.38474423,0.439475492,1.593974992,2.109749956,2.352,2.619,3.382
,Weaver,8,RickerTVAFB,alpha[37],2.25216398,0.425090432,1.374974991,2.004,2.257,2.508249963,3.105049984
,Weaver,8,RickerTVAFB,alpha[38],2.16457858,0.433889395,1.225925,1.91475,2.186,2.441,2.972
,Weaver,8,RickerTVAFB,alpha[39],2.099716587,0.432117074,1.133,1.85,2.128,2.381,2.891
,Weaver,8,RickerTVAFB,alpha[40],2.03891564,0.459246418,1.000975,1.777,2.084,2.344,2.82605
,Weaver,8,RickerTVAFB,alpha[41],2.11680574,0.432406238,1.243975,1.848,2.127,2.389,2.965025
,Weaver,8,RickerTVAFB,alpha[42],2.141199059,0.474402619,1.22097499,1.843,2.134,2.412,3.177
,Weaver,8,RickerTVAFB,alpha[43],2.128845637,0.54006674,1.141,1.79,2.111,2.401,3.428025
,Weaver,8,RickerTVAFB,alpha[44],1.897483051,0.506676937,0.826595,1.56675,1.9355,2.24425,2.80505
,Weaver,8,RickerTVAFB,alpha[45],1.577294287,0.68960814,0.07788,1.123,1.669,2.108,2.663025
,Weaver,8,RickerTVAFB,alpha[46],1.121659488,1.26943915,-2.16405,0.53145,1.501,2.04825,2.636025
,Weaver,8,RickerTVAFB,beta,10.22442443,4.910393917,1.574,6.484,10.04,13.43,20.07
,Weaver,8,RickerTVAFB,Smax,0.182281478,0.599293418,0.04983,0.07446,0.0996,0.1542,0.6353
,Weaver,8,RickerTVAFB,var,0.508531685,0.625416106,0.000989097,0.015947499,0.163249992,0.947324975,1.968049975
,Fennell,9,Ricker,alpha,2.4370716,0.219524039,1.999,2.291,2.438,2.581,2.865
,Fennell,9,Ricker,beta,136.779976,24.29715933,88.73949995,120.4749922,136.9,153.1,184.4
,Fennell,9,Ricker,Smax,0.007572356,0.001556718,0.005422,0.006533,0.007304,0.00830225,0.01127
,Fennell,9,Ricker,var,1.01668567,0.229376143,0.6618,0.853449996,0.9845,1.146,1.548024992
,Fennell,9,RickerTVA,alpha[1],2.9937138,0.407525872,2.262974995,2.711749965,2.971,3.249,3.863024997
,Fennell,9,RickerTVA,alpha[2],2.9847844,0.379521809,2.293,2.726,2.970499958,3.223,3.785
,Fennell,9,RickerTVA,alpha[3],2.9778052,0.361086886,2.311,2.730749966,2.962,3.209249971,3.733
,Fennell,9,RickerTVA,alpha[4],2.977559,0.360696371,2.327,2.73,2.958,3.201249971,3.741
,Fennell,9,RickerTVA,alpha[5],2.9055963,0.334092962,2.289974995,2.683,2.888,3.116,3.610049987
,Fennell,9,RickerTVA,alpha[6],2.8140234,0.309059701,2.219974995,2.612,2.803,3.015,3.445024996
,Fennell,9,RickerTVA,alpha[7],2.7162945,0.300680229,2.12,2.521,2.719,2.918,3.307
,Fennell,9,RickerTVA,alpha[8],2.65099342,0.304140506,2.03,2.456,2.659,2.853,3.239
,Fennell,9,RickerTVA,alpha[9],2.6622016,0.29709272,2.074974994,2.47,2.663,2.854,3.248
,Fennell,9,RickerTVA,alpha[10],2.6310341,0.292228447,2.051974994,2.442,2.631,2.817249967,3.209
,Fennell,9,RickerTVA,alpha[11],2.6279227,0.295366273,2.044,2.435,2.622,2.817,3.233024996
,Fennell,9,RickerTVA,alpha[12],2.5831255,0.297952261,1.997,2.392,2.585,2.776,3.185
,Fennell,9,RickerTVA,alpha[13],2.49507398,0.311845126,1.836,2.308,2.505,2.701,3.081
,Fennell,9,RickerTVA,alpha[14],2.4588533,0.320774857,1.786,2.261,2.474,2.67,3.063024996
,Fennell,9,RickerTVA,alpha[15],2.41583096,0.329432388,1.711974993,2.215,2.436499949,2.635,3.008
,Fennell,9,RickerTVA,alpha[16],2.4529078,0.31587337,1.811974993,2.249749958,2.464,2.661,3.059024996
,Fennell,9,RickerTVA,alpha[17],2.4908558,0.316337738,1.852,2.287,2.49649995,2.695,3.117
,Fennell,9,RickerTVA,alpha[18],2.5202005,0.331732563,1.861974993,2.31,2.519,2.731,3.191049985
,Fennell,9,RickerTVA,alpha[19],2.54487334,0.339661261,1.89,2.32274996,2.536,2.759249966,3.234
,Fennell,9,RickerTVA,alpha[20],2.52585323,0.349861244,1.847974993,2.301,2.514,2.745,3.239024996
,Fennell,9,RickerTVA,alpha[21],2.52578581,0.368937996,1.840974993,2.287,2.511,2.75,3.303
,Fennell,9,RickerTVA,alpha[22],2.48216201,0.374696788,1.764,2.243,2.468,2.71,3.267
,Fennell,9,RickerTVA,alpha[23],2.39218588,0.365257924,1.665,2.161749957,2.391,2.626,3.118
,Fennell,9,RickerTVA,alpha[24],2.32080619,0.372730801,1.557974992,2.091,2.332,2.561,3.048
,Fennell,9,RickerTVA,alpha[25],2.27177752,0.375966516,1.491975,2.041,2.284,2.51425,2.99805
,Fennell,9,RickerTVA,alpha[26],2.259136,0.368904934,1.519949968,2.023,2.265,2.496,2.991
,Fennell,9,RickerTVA,alpha[27],2.217999,0.363523516,1.482,1.991,2.224,2.449,2.918
,Fennell,9,RickerTVA,alpha[28],2.14724283,0.368212745,1.399974991,1.918,2.162,2.389,2.86
,Fennell,9,RickerTVA,alpha[29],2.1182144,0.369712054,1.366,1.884,2.131,2.359,2.842049983
,Fennell,9,RickerTVA,alpha[30],2.06608737,0.383645962,1.27897499,1.828,2.077,2.321,2.789024996
,Fennell,9,RickerTVA,alpha[31],1.9929727,0.386715965,1.183,1.753,2.011,2.25325,2.715075
,Fennell,9,RickerTVA,alpha[32],1.9957815,0.3682908,1.237,1.758,2.011,2.242,2.699024995
,Fennell,9,RickerTVA,alpha[33],2.02895862,0.356520287,1.318974991,1.797,2.033,2.265,2.729024996
,Fennell,9,RickerTVA,alpha[34],2.01964883,0.35372835,1.307,1.786,2.021,2.254,2.712024996
,Fennell,9,RickerTVA,alpha[35],1.96044498,0.347982487,1.267,1.735,1.961,2.191,2.637049982
,Fennell,9,RickerTVA,alpha[36],1.93492835,0.350681154,1.245,1.706,1.932,2.169,2.615024995
,Fennell,9,RickerTVA,alpha[37],1.83467498,0.358656572,1.105974989,1.601,1.839,2.073,2.525
,Fennell,9,RickerTVA,alpha[38],1.758042592,0.372877665,0.9763475,1.52,1.766,2.009,2.462025
,Fennell,9,RickerTVA,alpha[39],1.698069484,0.391919077,0.880495,1.448,1.712,1.968,2.41605
,Fennell,9,RickerTVA,alpha[40],1.720483525,0.376214438,0.9640975,1.476,1.725499928,1.979,2.439024995
,Fennell,9,RickerTVA,alpha[41],1.703802023,0.382813694,0.938985,1.45175,1.7135,1.96225,2.425
,Fennell,9,RickerTVA,alpha[42],1.741776387,0.373303227,0.99827749,1.491,1.746,1.996,2.454
,Fennell,9,RickerTVA,alpha[43],1.705806067,0.387736319,0.9287575,1.449,1.709,1.972,2.441
,Fennell,9,RickerTVA,alpha[44],1.635825403,0.417718129,0.7890875,1.359,1.64,1.919,2.425
,Fennell,9,RickerTVA,alpha[45],1.527205361,0.491970907,0.4743875,1.22,1.552,1.866,2.407075
,Fennell,9,RickerTVA,beta,115.5462081,25.24012342,65.62,98.95749991,115.6,132.3,165.2024993
,Fennell,9,RickerTVA,Smax,0.00916606,0.002750345,0.0060539,0.00756,0.0086485,0.01011,0.01524
,Fennell,9,RickerTVA,var,0.392100534,0.346607811,0.001152,0.031089995,0.369199986,0.673549994,1.061024989
,Fennell,9,RickerTVAFB,alpha[1],3.0250695,0.409262351,2.295974995,2.742,3.004,3.277,3.893049987
,Fennell,9,RickerTVAFB,alpha[2],3.0134512,0.383297275,2.319,2.747749966,2.993,3.257,3.828049987
,Fennell,9,RickerTVAFB,alpha[3],3.0068217,0.368884919,2.339,2.75,2.994,3.249,3.758
,Fennell,9,RickerTVAFB,alpha[4],3.0123464,0.368538522,2.348,2.759,2.994,3.241249971,3.788049987
,Fennell,9,RickerTVAFB,alpha[5],2.9528597,0.347737516,2.321974995,2.714,2.934,3.175,3.682
,Fennell,9,RickerTVAFB,alpha[6],2.8706353,0.326381366,2.257,2.651,2.864,3.079,3.541
,Fennell,9,RickerTVAFB,alpha[7],2.78018755,0.315343264,2.157,2.575,2.779,2.983,3.411024996
,Fennell,9,RickerTVAFB,alpha[8],2.7212552,0.315969827,2.07,2.523,2.726,2.925,3.344024996
,Fennell,9,RickerTVAFB,alpha[9],2.735485,0.309623825,2.114,2.537,2.735,2.934,3.346
,Fennell,9,RickerTVAFB,alpha[10],2.7120627,0.308812225,2.095974994,2.518,2.713,2.911,3.330049985
,Fennell,9,RickerTVAFB,alpha[11],2.7168293,0.308364903,2.121949977,2.516,2.715,2.911249968,3.355
,Fennell,9,RickerTVAFB,alpha[12],2.68152066,0.309288617,2.063,2.488,2.681,2.875,3.306
,Fennell,9,RickerTVAFB,alpha[13],2.6204498,0.308673716,1.989974994,2.43,2.628,2.821,3.212
,Fennell,9,RickerTVAFB,alpha[14],2.589123,0.308969826,1.938974994,2.399,2.597,2.791,3.187
,Fennell,9,RickerTVAFB,alpha[15],2.54866299,0.320120601,1.850974993,2.363,2.563,2.755,3.147
,Fennell,9,RickerTVAFB,alpha[16],2.5867928,0.305619349,1.954974994,2.396,2.589,2.782,3.189
,Fennell,9,RickerTVAFB,alpha[17],2.6338597,0.304310261,2.037,2.436,2.628,2.823,3.261024996
,Fennell,9,RickerTVAFB,alpha[18],2.6763223,0.315203948,2.077,2.471,2.661,2.872,3.333049985
,Fennell,9,RickerTVAFB,alpha[19],2.7057105,0.324513847,2.120974994,2.489,2.687499953,2.899,3.398
,Fennell,9,RickerTVAFB,alpha[20],2.7124109,0.330386227,2.125,2.49,2.689,2.904,3.439049986
