"CU","alpha","beta0","sigma","deviance","stk"
1,1.48891420013586,2.74854709999678,0.882834346553325,2879.37869348111,"E. Stuart"
1,1.36946746203075,0.94453416484291,0.804071975780984,2867.16017006641,"E. Stuart"
1,1.19191540825905,1.51568206370487,0.854563855401712,2870.75437253211,"E. Stuart"
1,1.40300731885625,0.783294803502291,0.76768106233108,2876.65298465487,"E. Stuart"
1,1.29050222937631,1.60413503118497,0.853895947360335,2869.74782306604,"E. Stuart"
1,1.2492005794727,1.19527282668973,0.671408580803159,2896.2666209165,"E. Stuart"
1,1.36920047846474,0.629532285153662,0.79003581940973,2882.56360358822,"E. Stuart"
1,1.42339265758795,1.99741336726387,0.869896987640265,2884.14049040548,"E. Stuart"
1,1.43612706156591,1.34548949841341,0.867095363527183,2866.65553948674,"E. Stuart"
1,1.3169711034095,2.19198950296779,0.724084992006831,2896.25362199662,"E. Stuart"
1,1.43147307988499,2.2334316455505,0.745043959795163,2874.9059137292,"E. Stuart"
1,1.3705711451647,2.35317112224659,0.789037525596524,2869.23092821608,"E. Stuart"
1,1.24344155649359,1.58796594056716,0.792607087566488,2894.79108934291,"E. Stuart"
1,1.14731165693214,1.24524407149175,0.842688912556726,2883.59911188112,"E. Stuart"
1,1.22456191779348,0.759853550833169,0.853508521314232,2872.08158120253,"E. Stuart"
1,1.18404349194687,1.68156699787001,1.02939836984094,2872.77289082167,"E. Stuart"
1,1.2620547168466,1.69143430967634,0.734230221964821,2883.77707479868,"E. Stuart"
1,1.41620969893889,0.633950080194332,0.933761478691299,2871.65780535497,"E. Stuart"
1,1.26231026260041,2.16430524777503,0.713933633648253,2893.85457891962,"E. Stuart"
1,1.23984285034348,1.76609352526592,1.04298906200661,2864.84152321562,"E. Stuart"
1,1.37623638425891,1.19984053738701,0.728455121805797,2870.76203404005,"E. Stuart"
1,1.31766489161879,1.09360298933953,0.775562569957537,2857.73505628193,"E. Stuart"
1,1.29339201697665,1.5476057229199,0.811992907810625,2876.29922452391,"E. Stuart"
1,1.37478859999362,1.74727236269243,0.815436521010053,2878.04433688869,"E. Stuart"
1,1.14557286083402,0.556953653486572,0.770250760099987,2873.97672399342,"E. Stuart"
1,1.7071438709893,1.73460401027769,0.856919187203866,2882.9455122438,"E. Stuart"
1,1.30316623493672,1.24468190901389,0.83954628488137,2864.50423787514,"E. Stuart"
1,1.27684850377233,0.789456140437866,0.879262731154526,2872.6176449214,"E. Stuart"
1,1.32616786795074,1.53997107207259,0.866673849482004,2867.59472285673,"E. Stuart"
1,1.5641515281771,1.55236245149034,0.981741381107677,2882.5131923786,"E. Stuart"
1,1.32552610293265,1.17260691240862,0.848726171402866,2878.56460010667,"E. Stuart"
1,1.43513357407,1.75687559012664,0.779866955458638,2864.68887193014,"E. Stuart"
1,1.52753004762079,1.73185935334963,0.846557104809527,2863.98910607885,"E. Stuart"
1,1.40162278031586,2.50100362391211,0.807523384126696,2880.72617956042,"E. Stuart"
1,1.35684412384054,2.0798510410176,0.79164388440734,2898.0866163722,"E. Stuart"
1,1.42444442443502,2.01089753721561,0.883447419881549,2879.42489322084,"E. Stuart"
1,1.29174775363309,1.88619501419541,0.765909632747032,2909.21766487196,"E. Stuart"
1,1.29801221681146,1.36250624331976,0.751378538699077,2894.98766258959,"E. Stuart"
1,1.23165132799894,0.610054105033938,0.723564830823716,2888.74913809091,"E. Stuart"
1,1.27385764394569,1.74365795836997,0.850027794974321,2867.00926805455,"E. Stuart"
1,1.28008167164422,1.82543011895194,0.854209720477947,2877.33334253886,"E. Stuart"
1,1.39612444288236,1.83861074772101,0.839465164637814,2874.71357689689,"E. Stuart"
1,1.10336990952124,0.841493231872031,0.948869973471754,2871.15856608467,"E. Stuart"
1,1.36284596217774,1.15010502922923,0.96155275808442,2876.0583061404,"E. Stuart"
1,1.24319021034987,0.719372312096321,0.692432918502727,2874.99074245773,"E. Stuart"
1,1.29237686271057,1.23888383813844,1.02554319136175,2890.64978876378,"E. Stuart"
1,1.55532633403544,1.48420936456227,0.810168676188778,2885.03191113348,"E. Stuart"
1,1.47483581318559,1.31289242921838,0.671301458371638,2890.79881948748,"E. Stuart"
1,1.2227035482721,0.909193110536668,0.804448721109517,2890.60389448009,"E. Stuart"
1,1.25811638724907,1.39144563647585,0.873044975638819,2874.55836099236,"E. Stuart"
1,1.46557785593737,2.21894362900464,0.746610812057873,2888.12316861544,"E. Stuart"
1,1.21876734111514,1.45716837065245,0.803189953473601,2880.62334498412,"E. Stuart"
1,1.40242445159507,2.12554909765177,0.932789794230964,2882.72294971165,"E. Stuart"
1,1.1380245351908,0.590192603445373,0.930309408086101,2885.15823574416,"E. Stuart"
1,1.44944957616161,0.784670554225515,0.723114687008526,2886.59600017997,"E. Stuart"
1,1.34729734309082,1.81186737728721,0.94307651524927,2874.99864339244,"E. Stuart"
1,1.42384254326101,1.93388176075422,0.841593290034321,2897.2803036821,"E. Stuart"
1,1.31514352766091,1.40873230232066,0.804666646695544,2884.61651308721,"E. Stuart"
1,1.30068031940923,1.14640610775449,0.842511982670202,2868.97600917572,"E. Stuart"
1,1.33299664336428,1.09298215683961,0.788283672549773,2868.39188674955,"E. Stuart"
1,1.24893912343361,0.745120205517602,0.932707423970994,2884.23403525462,"E. Stuart"
1,1.17717646375558,0.853126400058337,0.852726400932535,2871.16751250434,"E. Stuart"
1,1.51478272960957,1.17438504556123,0.726452632853659,2895.73530457728,"E. Stuart"
1,1.4799980905407,0.872668803419804,0.840497167126307,2874.00841152565,"E. Stuart"
1,1.43471806270007,1.69315481015644,0.759891440330592,2859.07801359562,"E. Stuart"
1,1.43256854864669,0.570330197288388,0.782848090891279,2886.79897976613,"E. Stuart"
1,1.33996241471561,0.864324410309906,0.72121424281731,2870.44762074602,"E. Stuart"
1,1.31507830417401,1.05480037386565,0.883455523267445,2875.73842883546,"E. Stuart"
1,1.37487331034147,1.36460701612956,1.17522786953401,2902.44644866005,"E. Stuart"
1,1.39421163058426,0.616885258172975,0.77081713558345,2891.08773348708,"E. Stuart"
1,1.28317460211568,0.997054418164849,0.754134866350237,2895.5865596275,"E. Stuart"
1,1.18323714677391,0.678195597066581,0.762585430848898,2893.36877858263,"E. Stuart"
1,1.33881829820026,1.01842526324706,0.771280478731422,2863.7399499717,"E. Stuart"
1,1.37916045176387,1.78735626929303,0.77840895943645,2879.25223554538,"E. Stuart"
1,1.40034779583112,2.1865944940121,0.866452694372064,2892.92530531921,"E. Stuart"
1,1.46637521508194,2.54390868354715,0.784047045219643,2865.32220879078,"E. Stuart"
1,1.31523927867957,1.86739310036091,0.778503510432285,2880.28691812588,"E. Stuart"
1,1.19360177518701,0.622309453833813,0.924140256808819,2872.9414026308,"E. Stuart"
1,1.39427552251031,0.585276151903825,0.922127288034336,2865.9452414154,"E. Stuart"
1,1.58177706045729,2.38789408830685,0.826935883756622,2870.94422787571,"E. Stuart"
1,1.31420532661046,0.904849526543028,0.840062326650863,2882.1301257787,"E. Stuart"
1,1.35988714356313,0.579048982584751,0.914150350707505,2891.27139628868,"E. Stuart"
1,1.24176101039806,0.700665223875179,0.741799919517666,2871.21188346342,"E. Stuart"
1,1.41710619838895,2.42667795901963,0.778722877258035,2888.00576795614,"E. Stuart"
1,1.08786593573283,0.777446860404351,0.767880358063514,2887.36841471643,"E. Stuart"
1,1.45595560240318,2.0977025347542,0.790828410677958,2873.36199377202,"E. Stuart"
1,1.34978143010898,2.02401628521643,0.748141054372817,2862.2904028117,"E. Stuart"
1,1.15262773204848,0.838662752151036,0.802681089430148,2901.7049404829,"E. Stuart"
1,1.33873662569636,1.6612582068986,0.813717961179599,2869.27980493439,"E. Stuart"
1,1.24383320549425,1.4065748335988,0.721049284064729,2876.53328311424,"E. Stuart"
1,1.38206326683747,1.19030349944265,0.886244600227377,2882.69576931666,"E. Stuart"
1,1.47789512615106,2.32741147889384,0.829483724347564,2892.40649996877,"E. Stuart"
1,1.33623355652667,2.1515441729601,0.758300687910228,2881.29810345537,"E. Stuart"
1,1.2648771499944,1.07984852238816,0.815799110918468,2876.18658051498,"E. Stuart"
1,1.30027632537389,1.46032413085085,0.741979292413459,2874.40438411103,"E. Stuart"
1,1.32853565575208,1.29591594381192,0.870587391321631,2876.37912436147,"E. Stuart"
1,1.30026333934559,1.52769602719675,0.704371635857993,2883.91263297823,"E. Stuart"
1,1.48431595223096,2.05482126889578,0.808051972919477,2881.38484510099,"E. Stuart"
