"CU","alpha","beta0","sigma","deviance","stk"
1,1.29062382104068,0.685674660239003,0.781366212880447,2892.44860228461,"E. Stuart"
1,1.4513193136808,1.84677043935327,0.77463068501846,2899.26455990522,"E. Stuart"
1,1.41225113765302,1.5908647583325,0.808083228429609,2859.74217642077,"E. Stuart"
1,1.46843326134628,0.59868754569793,0.792489699646913,2883.02233883315,"E. Stuart"
1,1.4579021114955,1.22842313945152,0.850663864123073,2882.52170298714,"E. Stuart"
1,1.34501687867779,1.08369056491046,0.745480608139025,2871.17588420641,"E. Stuart"
1,1.26664833288006,0.79230388403423,0.791264199456513,2880.62916382079,"E. Stuart"
1,1.32601275859095,1.47261676363376,0.879174191583821,2880.61654120259,"E. Stuart"
1,1.31416536426253,1.02531082159627,0.839183869920575,2878.31079888174,"E. Stuart"
1,1.29375178687629,1.48874603525724,0.841644254612712,2871.38410226003,"E. Stuart"
1,1.31884391593041,1.28864674950622,0.736864925490112,2899.37279396386,"E. Stuart"
1,1.5206747713113,2.09909420599982,0.861286529182857,2869.97686667073,"E. Stuart"
1,1.28145816231978,0.544609396953272,0.873497221711295,2867.14177660696,"E. Stuart"
1,1.17929400241661,0.60574766359539,0.809799253044109,2902.52390171672,"E. Stuart"
1,1.35636528867185,1.18954283751598,0.794730423850614,2873.72487842922,"E. Stuart"
1,1.35956655018871,0.608966704732977,0.853892988466964,2890.1336921977,"E. Stuart"
1,1.34918550513114,1.90737307136743,0.880620551748755,2871.38577619143,"E. Stuart"
1,1.4844222618973,1.83471682653525,0.748885143117703,2899.13265737027,"E. Stuart"
1,1.386762927623,0.711791962411852,0.801503251303641,2883.91887940041,"E. Stuart"
1,1.3580838469099,0.48877209000158,0.835689486283804,2890.17374431779,"E. Stuart"
1,1.4815913435619,1.0465704186967,0.902149996323917,2895.80417028671,"E. Stuart"
1,1.37547725434507,1.73467567267071,0.86590037383048,2887.72913784389,"E. Stuart"
1,1.21225739468807,0.551779153425192,0.83530951470418,2891.46969032015,"E. Stuart"
1,1.37612972588954,0.528078648607655,0.929376286226533,2892.92740939218,"E. Stuart"
1,1.19598690687915,0.714987668591285,1.04922407281584,2874.83168178732,"E. Stuart"
1,1.23131910226404,1.45754008986326,0.910317790421649,2899.59951890244,"E. Stuart"
1,1.27952257657309,0.657311492969558,0.819304166834701,2883.59101476212,"E. Stuart"
1,1.28776466223332,1.13704769316685,0.768142741183447,2893.48020026578,"E. Stuart"
1,1.18402360184476,0.560655961506878,0.848836816033417,2877.64291670055,"E. Stuart"
1,1.30823692021199,1.9919533938497,0.768601841180175,2875.20226301152,"E. Stuart"
1,1.33331421259313,0.934459416834875,0.767051346495958,2885.54746302998,"E. Stuart"
1,1.25487426435282,0.749551553193775,0.710082240912989,2885.27294158099,"E. Stuart"
1,1.42585984385947,1.02355356260395,0.823314977372524,2880.10244166066,"E. Stuart"
1,1.25408382982326,1.00959396146346,0.744111480587042,2885.51428706496,"E. Stuart"
1,1.20842961742466,0.804322718876542,0.765699261566068,2916.63446159611,"E. Stuart"
1,1.27304529204996,0.649406672390423,0.873705002544452,2882.13690687369,"E. Stuart"
1,1.28177237773806,0.599721175237784,0.719213831310183,2878.98583905206,"E. Stuart"
1,1.46986368976978,0.915700095748283,0.794867911767659,2883.18356280925,"E. Stuart"
1,1.54487456244099,2.06563208334404,0.777122191135777,2876.2450370977,"E. Stuart"
1,1.4605702756041,0.876390642403781,0.862677927490027,2876.33130451515,"E. Stuart"
1,1.33378029733844,1.00771354741065,0.796101369319647,2873.26192227051,"E. Stuart"
1,1.18793802763867,0.605470152405853,0.822620053310006,2878.48291610277,"E. Stuart"
1,1.26097724704182,0.926824015966254,0.954415423048411,2885.85624723921,"E. Stuart"
1,1.26761368492376,0.726700856919398,0.750510261585159,2868.67529144487,"E. Stuart"
1,1.44001287514493,1.65900639570439,0.772436809511481,2914.03596527704,"E. Stuart"
1,1.11355490543596,1.7149826312453,0.779174628013107,2871.02308228572,"E. Stuart"
1,1.47175382501401,2.19653404483069,0.901212750203087,2863.31018728744,"E. Stuart"
1,1.54062967037696,1.54328208666698,0.829133146484269,2867.12847221304,"E. Stuart"
1,1.25945407662404,0.591548021509054,0.808190936147546,2886.12375850993,"E. Stuart"
1,1.19048459350429,0.556621546157481,0.76458744220299,2881.31866585926,"E. Stuart"
1,1.45450982603275,1.43993512186906,0.841833650589768,2905.57130865011,"E. Stuart"
1,1.44299512755029,1.40118647781928,0.933138374845287,2894.90892275408,"E. Stuart"
1,1.28354146680646,1.41258508566094,0.868045834354248,2893.19429784764,"E. Stuart"
1,1.4753502121528,0.75458861180248,0.87060849642811,2883.6238493299,"E. Stuart"
1,1.27093777858057,1.10627171185667,0.836793114468903,2879.19989734467,"E. Stuart"
1,1.37048325338758,0.77529374054396,0.814345731454272,2877.49114566763,"E. Stuart"
1,1.38925620631947,0.555302495295144,0.849668318986285,2891.94583922476,"E. Stuart"
1,1.35347364357831,2.09249971157793,0.7308366063925,2875.64205918717,"E. Stuart"
1,1.19328609008081,0.641416110569545,0.876940158189844,2898.33886744807,"E. Stuart"
1,1.48109847121731,0.815233555323742,0.86893728602906,2902.74579996472,"E. Stuart"
1,1.37065057140192,2.00731863130698,1.00897566119943,2877.45666819949,"E. Stuart"
1,1.54575191724676,2.22387946929976,0.877279925598138,2888.81460997749,"E. Stuart"
1,1.33332820788037,0.884177556566726,1.0036710022476,2893.88839802221,"E. Stuart"
1,1.18964817864061,0.587941480018666,0.832957762593835,2874.03307633066,"E. Stuart"
1,1.39056332238972,1.49668052582496,0.740714373967172,2876.95258752236,"E. Stuart"
1,1.41733634900743,1.66702704304473,0.782973861281061,2869.81000537937,"E. Stuart"
1,1.52016543013678,0.890104123284454,0.760640436452839,2887.51146609597,"E. Stuart"
1,1.48859572458855,1.55883463647287,0.748677487471614,2914.11536978511,"E. Stuart"
1,1.2193317100792,1.18499160426425,0.785488297194404,2870.32726361215,"E. Stuart"
1,1.28665733280301,1.43996083246586,0.761419590609904,2870.48355090424,"E. Stuart"
1,1.29349598244637,1.09495393644656,0.833164903578551,2882.24348348737,"E. Stuart"
1,1.2688419821775,0.668974461121488,0.799793680285091,2914.05825762093,"E. Stuart"
1,1.43483781282985,0.542163298650678,0.807665046997362,2872.41013364024,"E. Stuart"
1,1.50210037574178,1.00295359005844,0.802793727623908,2882.31935854461,"E. Stuart"
1,1.39816792096931,0.546164476506077,0.79451936935863,2886.34350369846,"E. Stuart"
1,1.32343090561048,0.916884501510648,0.852573781877533,2886.3156860352,"E. Stuart"
1,1.53771398895265,1.31108745147239,0.865002646540322,2894.59994875955,"E. Stuart"
1,1.34164378672701,1.80828198343194,0.717512963285528,2874.85959021279,"E. Stuart"
1,1.31976967762503,0.599046654594293,0.846408035170459,2873.00324464018,"E. Stuart"
1,1.28077784808975,0.534254523723647,0.735209015827185,2880.33215761852,"E. Stuart"
1,1.26634544443537,1.00417829838478,0.912302109513601,2883.78968918367,"E. Stuart"
1,1.43571580803781,1.3108056765168,0.835155493031474,2886.22941207297,"E. Stuart"
1,1.33488125224967,1.24344553695418,0.833145836996205,2878.92681618613,"E. Stuart"
1,1.56159351435789,2.79882431990276,0.781435232570798,2876.6128870481,"E. Stuart"
1,1.44977695550337,1.29070681580867,0.890314252886251,2881.2145801971,"E. Stuart"
1,1.25077653525801,0.613979869471852,0.775586517397363,2896.01004518874,"E. Stuart"
1,1.31544027235605,1.32574574309078,0.751758757806034,2895.29273007451,"E. Stuart"
1,1.32714323354194,1.5929098524701,0.686782752970365,2894.53019174107,"E. Stuart"
1,1.45596121474626,2.29998242936161,0.880807984238478,2882.01115278066,"E. Stuart"
1,1.4662903095558,0.764742398965679,0.813322492653373,2877.30002441107,"E. Stuart"
1,1.41884912711699,1.10924256524069,0.827146043837144,2875.22789614074,"E. Stuart"
1,1.18963346991008,1.96586014861112,0.744570284485394,2890.0257986647,"E. Stuart"
