"CU","alpha","beta0","sigma","deviance","beta1","beta2","beta3","stk"
1,1.86226558977839,0.890988911943402,0.792507983516226,2579.21690595483,1.70294234559654,1.09901685255278,2.7134866635925,"E. Stuart"
1,1.67918290914005,1.4355979841249,0.683405407099326,2586.6210472186,2.4096608494567,1.0792203546307,1.78568234249138,"E. Stuart"
1,2.12972453212104,2.17526230662539,0.899898725629934,2569.9918628909,4.08538918187445,1.4206828952316,1.43787024904501,"E. Stuart"
1,2.02287069703575,2.0753798920057,0.690649852972542,2615.54398118448,3.23080223637382,1.45936022636659,1.4754205615616,"E. Stuart"
1,2.00615194921531,0.796766977373371,0.773187707004866,2578.97674006539,2.94150932811741,1.48188357214354,1.56135395001868,"E. Stuart"
1,1.39739857704913,0.672026508045411,0.844325224449683,2579.9489892438,2.20319795402224,0.946282654634537,0.215577969972143,"E. Stuart"
1,1.85926257163206,2.30216731354735,0.76156018406147,2595.04255744784,2.99351007535987,1.17438716594724,1.08581070334499,"E. Stuart"
1,1.94051135853223,0.886470776594095,0.714169090336508,2594.70473536811,4.29231678261892,1.43470087981289,0.0841633399915646,"E. Stuart"
1,1.70253816505485,1.00144107881023,0.708137887917161,2580.28620800278,3.20568880693582,2.26077686434885,0.10066455752879,"E. Stuart"
1,1.77791959925853,1.7816869225647,0.742279635368931,2599.02228839006,2.89794635914979,1.12479626617515,0.645102525386485,"E. Stuart"
1,1.95649547001693,1.80383342998262,0.716229798855609,2588.6882859564,2.44254875342734,1.7047063440853,0.265632757105153,"E. Stuart"
1,1.94548868693208,2.33058929204056,0.77019378828091,2578.72357007672,3.08695415911829,1.45787517779786,1.12576672726015,"E. Stuart"
1,2.10986047025183,1.56850778230154,0.853162262894365,2574.24039511606,3.77093143450438,2.35008673795302,1.19146694973878,"E. Stuart"
1,2.02327120015679,1.44183292938301,0.778159348651322,2575.30799948303,3.05027107527138,3.48642614969828,0.804906585536103,"E. Stuart"
1,1.82409541458005,1.62945440163979,0.733394537958546,2565.33589116588,3.02586948800839,0.8522337451754,0.140234111011463,"E. Stuart"
1,1.74375903685944,2.06513873259561,0.69480155543984,2590.64737952048,3.7786366326991,0.938842524578968,0.915313320022503,"E. Stuart"
1,1.66485677065908,0.741035122354778,0.70176550769886,2572.15769052174,2.76126999629029,1.23248003684611,1.35717180012966,"E. Stuart"
1,1.6136771585924,1.55960551784107,0.67479239532565,2594.44405356555,2.22751625851927,1.17875961654932,1.04398336211579,"E. Stuart"
1,1.74114761216082,0.957969411662249,0.72325398922537,2575.2796818797,1.62683489360888,1.15849474523264,1.56825198006119,"E. Stuart"
1,1.63526900410361,2.25876545257446,0.751046753184831,2595.56230693489,1.70479787773895,1.28583764392,0.949103855876723,"E. Stuart"
1,1.74958564372866,2.13980040506102,0.734201412739538,2551.48242001339,3.15002090190141,0.801300347686262,0.299618267534404,"E. Stuart"
1,1.85987938932942,1.29868186123868,0.728199883008013,2589.54837250045,2.4406333778823,1.27943077586583,0.683433001920524,"E. Stuart"
1,1.7360045428373,2.45505031174813,0.645096964845278,2561.42942828071,2.28791812892691,0.246071159926868,0.0492000844049588,"E. Stuart"
1,1.76854169763144,1.25522557340342,0.683094600760282,2584.50689122734,1.21763260171287,2.53922892220036,1.01869390463445,"E. Stuart"
1,1.56514460842836,0.759213508680459,0.764280692547363,2550.42212423142,2.8668554724834,1.15389316741951,0.10802553410438,"E. Stuart"
1,1.85507878931759,1.1854958909756,0.633085774280229,2568.18302252196,3.9730035457516,2.14653401186653,0.234104919853987,"E. Stuart"
1,1.68308294409911,0.914399488058448,0.696940275736927,2584.1366461207,2.95772821017775,1.64764291776046,0.945341756730947,"E. Stuart"
1,1.75903182128866,1.66852134373492,0.772271774981254,2590.20156662392,2.74563832673724,0.911122664243948,0.67290211013368,"E. Stuart"
1,1.69213010722432,0.905753186808058,0.689558228082548,2573.73068667859,2.80831626548533,1.43436497781243,0.56025887737846,"E. Stuart"
1,1.64816418067899,0.716358528540033,0.804971562391728,2584.30047517156,3.04239370047702,0.286688437397159,1.47825151384571,"E. Stuart"
1,1.86701138335217,1.96885675442327,0.712436415882688,2577.1492890399,1.86384994577709,2.35278320881284,0.411728924508928,"E. Stuart"
1,1.7803938436923,0.538029133866016,0.779615218268902,2592.45926070216,2.84223850508087,0.814626813387102,1.77152460524522,"E. Stuart"
1,1.87984268474962,2.16281697543191,0.664272345127577,2561.64450937986,1.83210203915254,1.83285203114986,1.09290339313348,"E. Stuart"
1,1.64057477629229,1.94945157762437,0.746057614501571,2596.72380576694,1.82167076574728,0.961583252959026,0.0269592598922514,"E. Stuart"
1,1.71503037528815,0.641431635439606,0.794340627733396,2600.55563143517,2.73360618857147,0.751107803132964,1.61574917651985,"E. Stuart"
1,2.06581877753105,1.83904227173511,0.812596411769679,2585.07721519191,2.52353124303045,1.35336055017946,2.40859640443521,"E. Stuart"
1,1.51921758118955,0.79629734926497,0.701760487067554,2614.35972170907,3.24647094819011,1.87850115688173,0.416204598572103,"E. Stuart"
1,2.00348998630241,3.15838090792856,0.939613224191919,2574.32394190463,3.0664160231888,2.30770788834277,1.17823854016142,"E. Stuart"
1,1.75282771290114,1.41231334069573,0.794195841922512,2569.97560129512,2.33692408508083,1.67555215651422,1.05396021808203,"E. Stuart"
1,1.74759064372297,1.0611500508537,0.68951409477348,2575.28054170849,2.46733573931266,2.18912079103692,0.960609094670371,"E. Stuart"
1,1.5878826319831,0.906942123110975,0.774712599342555,2584.35337810273,2.84522328245494,0.985733819876597,0.910257591887252,"E. Stuart"
1,1.73325006294421,1.72531077602302,0.778759505345218,2591.79488258488,2.20850934868423,0.605738076864943,2.13690916514057,"E. Stuart"
1,1.70647239737213,0.978588126045406,0.729620603779083,2557.05825980055,2.75962466610843,1.53538688981004,1.31416982459283,"E. Stuart"
1,1.76419436192919,1.48933242434708,0.640327132229252,2578.38160937739,2.62140130230137,2.06918554181787,0.928176358968706,"E. Stuart"
1,1.64404454652854,0.951380649752106,0.846862650467805,2606.1643510644,2.11418995919838,1.79194380295214,0.0675434094161102,"E. Stuart"
1,1.97781483056354,1.50049918724002,0.675302442727696,2568.03336679761,3.82519261747925,1.27151822593867,0.13198317187665,"E. Stuart"
1,1.96179979749138,0.898777235249669,0.683344165611531,2610.72380438587,4.07982481349515,0.897950179289044,0.964500121713945,"E. Stuart"
1,1.61448103876887,0.571532576402934,0.817200851231282,2560.59099402456,1.88825542595421,1.19615601911288,1.32652929869427,"E. Stuart"
1,1.83307253004914,1.57836846429992,0.828451352879254,2570.99021471024,2.990565541586,0.926792220975492,0.7717796922567,"E. Stuart"
1,1.95161609197797,2.61224789447089,0.799758405791106,2596.71836438499,3.02862178661831,2.06831574628643,2.01406887472216,"E. Stuart"
1,1.91849746828498,2.12271814378896,0.69086515079901,2588.90268732725,3.25766800522235,1.77215100158435,0.041890824783606,"E. Stuart"
1,1.97929750323186,2.70627678926582,0.765246808490183,2593.62927360305,2.24448584218754,2.80675153462345,1.47042161151547,"E. Stuart"
1,2.05701731912748,1.62129233347344,0.912596381139594,2562.76975863984,2.88032711743227,1.32152041415592,1.63454258036861,"E. Stuart"
1,1.92225908725923,1.43767748479832,0.731345356232982,2581.39697304855,3.21757165694595,1.8034608882221,1.52898250528162,"E. Stuart"
1,1.8209909188047,0.989687271793851,0.729988546132988,2574.95424673689,3.185616485016,1.40447935815904,0.13613261372762,"E. Stuart"
1,2.00187487873728,1.97214043004956,0.728105566281526,2587.96984339524,2.08886059654264,2.65301726242587,1.30465964220506,"E. Stuart"
1,1.71298569740741,1.45120141080807,0.644148508084802,2575.88029294145,2.62753801938653,0.998200196494677,0.181072163675533,"E. Stuart"
1,1.96980863663201,1.59720666055675,0.787113805935739,2596.04661202872,2.43855909766685,1.79754251100037,0.425799913423782,"E. Stuart"
1,1.6876062020838,1.38015431498359,0.789747435788031,2588.20626572168,3.86903001618394,1.09502044581973,0.43413619166205,"E. Stuart"
1,1.86935781332386,2.01812597629923,0.677937507652239,2589.58882856173,3.56571340538113,1.17095954513287,0.126850567432149,"E. Stuart"
1,1.80718664023128,0.57031019788004,0.940578497140947,2560.95735441554,2.77002244894442,2.67631786539959,0.372909289767704,"E. Stuart"
1,1.97339049663456,1.71911067382967,0.784687862712326,2548.14192022426,2.53108936941162,2.73829727722003,1.30336457994867,"E. Stuart"
1,1.61734912727281,0.597245607912054,0.782284201943079,2554.95138704843,1.82633957876685,1.29381627979391,1.33666435975712,"E. Stuart"
1,1.73361826513021,1.67658442157841,0.67403425717966,2581.18518177923,2.42306251288642,0.34176635785415,1.20804903135677,"E. Stuart"
1,1.61748104438784,2.57925418264831,0.799971644358265,2605.53300450883,2.8304982118461,0.192472094207794,0.541209873790591,"E. Stuart"
1,1.6789701568723,1.24964904970189,0.639058951058071,2580.32089466429,2.9403826918308,1.69663796342401,0.462072515318018,"E. Stuart"
1,1.85543199340317,0.924743463075018,0.771140134121259,2580.83174995849,2.80493745555285,1.96490214114042,0.932330817397967,"E. Stuart"
1,1.80102788095457,0.943501259005218,0.793479148909033,2552.80377093055,1.18578110068408,1.40784313220345,2.00467735443274,"E. Stuart"
1,1.81502321020801,1.96008007305544,0.78062945211049,2572.99438980185,1.73800409792158,1.71342399492533,1.13048417059296,"E. Stuart"
1,1.88224951393513,2.4092733143157,0.715270556529327,2596.13360158512,4.23580907719799,1.44383320493882,0.251051630628292,"E. Stuart"
1,1.96124562805353,0.778983704854938,0.82887845599897,2607.787585809,2.33854515270033,1.0917921713611,0.647263433567063,"E. Stuart"
1,1.88417455412798,3.59219068168408,0.851709717271935,2608.14877914395,3.2001857819635,1.24011168461329,0.774039079197848,"E. Stuart"
1,1.89089948124938,1.19670449537321,0.677579988807287,2556.63786108639,2.38406547667806,1.82679018794949,1.51571883310378,"E. Stuart"
1,1.76824600934948,1.84602824204047,0.620175940914612,2563.79316729114,2.19219722241699,0.976951495091485,0.0595350428978267,"E. Stuart"
1,1.78815813216303,1.36549298856829,0.733127384672118,2629.29690072298,4.48872420865025,0.760148472430425,0.422995018247694,"E. Stuart"
1,2.00552465949239,0.647307933131475,0.76134274820096,2588.2856163235,2.21802478971868,3.13487120492997,0.858881807330422,"E. Stuart"
1,1.76849159999929,2.77326124918302,0.79626777341418,2591.48848753439,1.24204196109556,1.76611594453856,1.04271976922395,"E. Stuart"
1,1.64431866825012,1.38341211083501,0.723185500155718,2570.69039331512,3.17629730107704,0.221120394107077,0.00471950347175594,"E. Stuart"
1,2.34768455908863,4.44454048456536,0.967594392987714,2584.83208998664,3.17555733920174,3.25256456302845,2.56109593967656,"E. Stuart"
1,2.03951033393619,2.69412918421598,0.877740309929437,2562.1703967453,2.35938416346129,2.64370967061301,0.9295764873405,"E. Stuart"
1,1.95637242408018,1.33402015076541,0.614201872079233,2575.37480615711,3.14357932575012,2.49985259952579,0.673670703096579,"E. Stuart"
1,1.66723488072464,1.09219851147981,0.714298848175989,2567.23079950926,2.99332602952407,1.74559725858782,0.0135459784726306,"E. Stuart"
1,1.606551856547,0.921844203989194,0.835872740349223,2600.63226964955,2.43675523399629,1.51972373806582,0.0338656881535699,"E. Stuart"
1,1.53438712415762,0.833158116354287,0.689537929502428,2580.41177219313,2.33847254087431,0.693091187649257,0.114218152350324,"E. Stuart"
1,1.82133020743636,1.19133183717048,0.635397261905303,2562.11146728374,3.01346341655367,1.74269854445725,0.996038158264218,"E. Stuart"
1,1.68729291765112,1.0296095084124,0.765829430890786,2587.28504347469,2.94391003469488,2.41443380421461,0.729829008073172,"E. Stuart"
1,1.70088702839794,0.793515310311036,0.691624178149075,2560.37601291716,2.46986539661635,1.93497410831585,0.246844401127435,"E. Stuart"
1,1.86418381290322,1.61251366889349,0.732906765262256,2591.8672786796,3.84378693237751,0.0700106673788989,0.652978710683486,"E. Stuart"
1,1.67215375930115,0.984253082503665,0.784034792387436,2611.22904540929,3.28241318394289,1.62754866169821,0.40493470636584,"E. Stuart"
1,1.8945014693519,0.908630062926943,0.776315648731042,2568.24526583957,3.11461297037917,1.872919684781,0.791141163307827,"E. Stuart"
1,1.35741609703967,0.578277165972055,0.891022579881002,2555.33715925939,0.768713006844103,1.13301329408086,0.264007841485712,"E. Stuart"
1,2.01472142724236,2.77470564115307,0.722163606247692,2573.55628364255,3.12206884154318,1.74963021076258,0.671753226947781,"E. Stuart"
1,1.72528772828865,0.898029753989501,0.654819301102709,2596.52850486113,2.8651936262047,1.85869076237791,0.2031956885959,"E. Stuart"
1,1.76507221859375,0.680211990060253,0.888033020206377,2582.09690584731,1.1017928361632,2.51871686845734,1.3025728540121,"E. Stuart"
1,1.91904809269616,1.79786064000104,0.835193609064671,2592.01506763168,2.42969222084317,2.05098042850285,1.68501842180609,"E. Stuart"
1,1.85747015572993,1.07220969764414,0.722191481423999,2565.53945468257,2.68674734280085,1.17951264277688,1.56822174423927,"E. Stuart"
1,1.94678057589471,1.25808326086361,0.87628308512384,2569.96862655708,2.67947288045189,1.52833414101641,0.523262020931079,"E. Stuart"
1,1.81322845789302,0.805196651077316,0.822054918693639,2580.64172509007,1.1884885256649,1.45885705407545,2.26416252018437,"E. Stuart"
1,1.46633452914075,1.42907489380774,0.702823890351777,2587.98847807953,1.47960548871873,0.936316567777792,0.20547766972674,"E. Stuart"
1,1.62434474599287,1.4711879997981,0.875822880381359,2599.21738458252,3.09883827515719,0.444086428955098,0.13056820639385,"E. Stuart"
1,1.94592099167497,2.9211138059305,0.649392993286237,2560.67231057159,2.91253848280476,1.97700373359697,0.0611972297376888,"E. Stuart"
1,1.98117152575809,1.40474601577117,0.718016079025591,2568.96833988906,2.70576667399395,1.37133785805602,2.217360388734,"E. Stuart"
1,1.71909006903054,0.81846846111395,0.697597099129788,2595.3317749676,2.63552694992825,2.29776735122527,0.333866244268074,"E. Stuart"
1,1.66396287415449,1.00304973538267,0.808411416415913,2595.45925619075,2.80599708898889,1.29441616310912,1.23607805567126,"E. Stuart"
1,1.87740263891068,2.55631508690858,0.817596843805643,2541.98070392469,2.78842307398007,1.74954816970567,0.131795432937082,"E. Stuart"
1,1.79453233524458,1.92338451657816,0.590950073112538,2576.96088505088,2.77388733562984,1.58421956396308,0.433781186367776,"E. Stuart"
1,1.67784507652862,2.3599495453704,0.633040929024822,2597.98085368547,1.70157003765765,0.515821105947905,0.48193536702915,"E. Stuart"
1,1.62154006561449,0.840480560030448,0.784787219482011,2595.42609683459,1.73365439303752,1.16244977176743,0.0219448544748988,"E. Stuart"
