"CU","alpha","beta0","sigma","deviance","beta1","beta2","beta3","stk"
1,1.80640808544651,1.07877243656044,0.806106895345457,2567.42146091175,3.60121461942992,2.07660334492131,0.67598784813182,"E. Stuart"
1,2.02392889414246,2.34388641953434,0.919745636873235,2570.58099019818,3.60396749827295,1.40391675443526,1.47891451989961,"E. Stuart"
1,1.97480088286684,1.77480223461986,0.779769941520025,2588.27891974228,3.66883920239228,1.61894616007471,1.9658772370253,"E. Stuart"
1,2.03874264766145,1.44610090087783,0.846541228691961,2556.03234797213,2.22467183687496,2.78542319566614,1.83421156784438,"E. Stuart"
1,1.82623844394886,1.55106666562117,0.80832754813794,2591.84953259573,3.66698959591713,2.04134665539759,0.00345575680661108,"E. Stuart"
1,1.78998001777983,1.78091074158373,0.695883349531736,2590.38333196595,3.35376624961546,1.15009761911064,0.665326749005908,"E. Stuart"
1,1.67516415921435,0.996799727485882,0.742906489553909,2598.4249945881,3.53998671097928,1.52250298856895,0.460230879550032,"E. Stuart"
1,1.80407253856154,1.85226651176426,0.679406670122779,2586.07077604974,3.01729726398632,2.06320947132253,1.19194476786055,"E. Stuart"
1,2.08189339943575,1.35529629495932,0.750135791136872,2617.31769256826,4.48981734340055,2.25901322867115,2.03259345596706,"E. Stuart"
1,1.95222042800245,0.882302262440337,0.7516149843923,2565.68179414136,3.37613756233673,2.31338322804646,0.936798050715672,"E. Stuart"
1,1.99771956115025,1.809457469314,0.862646257193066,2593.59811801918,3.05971360853202,1.77267655882146,0.31825986838684,"E. Stuart"
1,1.9798009888114,2.02254834037201,0.754855512626955,2547.81368495601,2.38550338413569,1.29539842510766,1.42897695764837,"E. Stuart"
1,1.60576291002627,1.87758921581374,0.8046778889541,2609.9189470994,1.25754243550818,0.353104549127974,0.460944041444531,"E. Stuart"
1,1.7117631416937,1.2210786125936,0.774242138130812,2588.69818844372,0.81895502710862,1.32032933740298,0.922915635683701,"E. Stuart"
1,1.74141865333947,0.923674715821748,0.773890842148132,2586.77400632171,1.52374127628872,2.46623049590299,1.88626264147952,"E. Stuart"
1,1.64818524139315,0.853734930420943,0.786657216783719,2601.76133595822,1.94911048591006,1.61037620325125,0.996690671686354,"E. Stuart"
1,1.76054817325588,1.15617155328907,0.727595592202518,2556.31980528548,4.50911197762241,1.5976129406802,0.906507443211451,"E. Stuart"
1,2.18081651317612,1.99764447600457,0.748108132401517,2575.79797428288,4.11759522148921,2.62272650965345,2.47179608333525,"E. Stuart"
1,2.00482882139067,1.97693239071563,0.721707836408832,2611.07301627196,4.2070806008538,1.10385697136346,0.941405666741981,"E. Stuart"
1,1.95130235329522,1.02708700487789,0.729952240572827,2589.51029328903,3.77206606535676,1.96423747625055,0.835865291075137,"E. Stuart"
1,1.83996438475598,2.86097266036641,0.713770186817873,2577.33836156375,2.626262645442,0.981145397212748,0.824183418058372,"E. Stuart"
1,1.76095179209742,1.59822522620665,0.820768587832372,2549.57934310427,2.16289170011604,1.61776945373859,0.561346943170512,"E. Stuart"
1,1.87235169448655,0.78973823145056,0.655639288053312,2606.51966838273,3.43432594510785,2.08297280732899,0.591216422806275,"E. Stuart"
1,2.03617887309524,0.988393075050744,0.80413128996917,2575.64708573173,2.57705765399229,2.62716443741191,0.939393749792897,"E. Stuart"
1,1.7809184753491,1.41892536666284,0.809543812276924,2588.25296003915,1.26123521526028,2.7607142963527,0.821231653531328,"E. Stuart"
1,1.66914836695451,2.15408286040973,0.759484310975632,2608.33878931566,3.49849370873876,0.136629648454239,0.172857788987428,"E. Stuart"
1,1.78511782717681,1.75064822254859,0.810338794564754,2588.7309630518,2.8318163941288,1.41576917621994,0.390646279910158,"E. Stuart"
1,1.75747108975518,1.62698763909639,0.748352560365408,2585.80635565894,2.07959818993268,0.643920876809788,1.45343647182125,"E. Stuart"
1,1.58370228391827,1.34948937029566,0.992135296968564,2575.24897517784,1.0707070177986,1.3835978094576,0.126877104702068,"E. Stuart"
1,2.20680694170237,1.2823095542494,0.747399193092831,2614.19200060029,3.54419726752048,2.44218132400902,0.588376935409263,"E. Stuart"
1,1.53926218729394,1.27904171677011,0.785848155994932,2582.32502014206,2.91885743012046,1.18632572652566,0.905610969270691,"E. Stuart"
1,1.69688817708805,1.41204102108759,0.771358858596694,2604.45989243177,2.63242928676226,0.167291990925241,1.3425046627242,"E. Stuart"
1,2.04338406971108,2.3628321586349,0.649264825292336,2593.04753861375,2.35197268046107,2.49028791019421,1.01919895975221,"E. Stuart"
1,1.77310468158845,2.20480774588564,0.69592938299921,2545.92722384836,1.9066420956784,0.957832202594073,0.909539750991679,"E. Stuart"
1,1.71855537258666,2.15942000691257,0.835985910101187,2563.09072458409,0.763852901190986,1.13630995017405,0.550798292840648,"E. Stuart"
1,2.04400269497306,1.79783982384805,0.721232685172956,2580.76289838555,2.50425517551437,2.57760873377389,0.17644577438525,"E. Stuart"
1,1.54818149556087,0.521065255282936,0.729160350413938,2603.96871204017,3.36045564135664,0.465614707500101,0.537902163913276,"E. Stuart"
1,1.76244721281268,1.58211726453428,0.740472809665663,2580.27154416686,2.81522463189268,1.50787286216018,0.156222596365367,"E. Stuart"
1,1.80040482480453,1.89965640403642,0.856311850592857,2602.71175529298,0.848882204288123,0.245763206753464,1.68757847032538,"E. Stuart"
1,1.8903185921001,2.6197341734124,0.608707589806758,2562.70799421767,2.61553371646853,1.79483646488894,0.569052053006531,"E. Stuart"
1,1.92794502141544,1.72747053948486,0.812370964149411,2587.79916073615,2.61123638486886,1.78579194995219,1.3778567223262,"E. Stuart"
1,1.8157197044147,2.16659949094465,0.730275771157814,2586.22147578417,2.45714358684733,1.54554357357849,0.412106561689303,"E. Stuart"
1,1.8614520842931,2.10220924116664,0.681518485606178,2570.32701588642,2.39188490542264,1.78609918146547,0.983408731582371,"E. Stuart"
1,1.99747535322478,1.6207048771668,0.716782178833831,2589.40696439201,3.80271589206561,1.50439795500541,0.638903724540689,"E. Stuart"
1,1.82627864021293,1.64576830286593,0.79539743828879,2585.91478658861,2.58236022697325,1.75421003360439,2.0267497235164,"E. Stuart"
1,1.97478720297505,2.37191535435898,0.657885197194054,2571.62867385103,2.47222634530852,2.14204107394844,1.08760676371533,"E. Stuart"
1,1.87281155779051,2.32643591887417,0.61873082141191,2567.22686029739,2.54660915707502,1.37815972803464,1.25609208772972,"E. Stuart"
1,1.88728831667525,2.04678031402657,0.854911743511617,2591.70553881397,0.546235559622502,2.27858073967599,0.3908176273337,"E. Stuart"
1,1.67988353007201,1.74837252432975,0.703812891786456,2591.76719270776,1.94650285190883,1.80604391238029,0.247441429691342,"E. Stuart"
1,1.83199094676777,1.22790392945852,0.827719003575744,2589.559760999,4.21838329898907,1.92461788860733,1.14241500966472,"E. Stuart"
1,1.58769432984978,0.858279216671925,0.801014364092294,2571.98844282389,2.93216844525737,0.124441682844675,0.25134376836817,"E. Stuart"
1,1.91812481674003,0.844323797158614,0.76140235550084,2598.35483247961,2.52105405697713,2.37731732090481,1.87352172452204,"E. Stuart"
1,1.65915246277734,0.947936073502311,0.730543629430294,2597.96329676859,1.77411153480264,2.10157038521768,1.2835186138875,"E. Stuart"
1,1.99971039306685,1.98909412629651,0.735241553971177,2598.74611870908,3.13721349472821,1.54122018419526,2.20563149914619,"E. Stuart"
1,1.6495932355314,1.08684501949544,0.857912480642168,2587.51071773394,2.24176352715224,0.582329995600815,1.73846473568275,"E. Stuart"
1,1.60294544158576,0.907524507205986,0.713722563603459,2569.21997310158,3.00385360963271,1.67920142477319,0.880271225074511,"E. Stuart"
1,1.72335179359126,0.905616386696277,0.650800473644649,2591.08343543824,2.10669780320357,1.58153586639213,0.99946345049508,"E. Stuart"
1,1.88095469539122,1.34023779687015,0.791080119398644,2568.00162837009,1.47565024401877,2.34499304315495,0.174483226069486,"E. Stuart"
1,1.58788859649904,2.68605727936178,0.771870873921472,2589.54564074412,1.10315229468674,1.15891434065301,1.03300810402951,"E. Stuart"
1,1.74057344663661,1.84142384135857,0.813114890961163,2594.86240631958,2.48514595155723,0.030359612319188,0.914741215254707,"E. Stuart"
1,1.71900962338772,1.28531562536898,0.753975465707129,2563.75772067446,2.06521923758438,0.592741335307493,0.709150596334304,"E. Stuart"
1,2.05534561560324,3.27599743027244,0.769541725080254,2599.18568164204,2.23660098050246,2.76033978102719,1.38498723480793,"E. Stuart"
1,1.82122829248293,0.677804297117652,0.675575598503067,2588.23777530617,3.02916769785693,2.13552584370362,0.896629382838717,"E. Stuart"
1,2.05411934173076,1.97721687410798,0.905007387522505,2591.19908448912,1.78417155681305,2.43007247851892,1.41666382278011,"E. Stuart"
1,1.66728859003625,0.566682522082036,0.911165943857905,2573.17323490596,2.96433636305853,0.647159371056159,0.925437701582215,"E. Stuart"
1,1.45385330810942,0.821689196209979,0.740962939630298,2573.37776931219,1.57431314144289,1.24728205403719,0.433254883055533,"E. Stuart"
1,1.94947372659946,1.60619998970105,0.6944653994415,2589.41083545181,3.28573409214267,1.64376799617679,1.68380594304236,"E. Stuart"
1,1.72119062600293,1.24042366635342,0.88173312105775,2607.44076180271,1.67539086222547,2.68078856949435,0.26437284257388,"E. Stuart"
1,1.71501580302651,0.725332717181533,0.719589823376452,2596.93047043956,2.42961084582267,2.40919777480234,0.185966701766243,"E. Stuart"
1,2.04832240883076,1.37613631226933,0.695834569341737,2571.52281887904,3.55491868354928,2.64204159248364,1.00338430533819,"E. Stuart"
1,1.98288373453075,2.26506249200923,0.769581270655389,2570.86526018813,3.61643515910992,1.80212254918117,0.699557628704226,"E. Stuart"
1,1.7703388042453,0.556156986427105,0.775235911364709,2591.4834631679,4.23893683059225,0.699136704047046,0.499534551030162,"E. Stuart"
1,1.77868981255255,0.536329533132054,0.680638849563677,2578.91287962893,2.78768771481219,2.27776477570609,0.373516435730802,"E. Stuart"
1,2.11919395095472,3.08284274916305,0.820961756498042,2562.56286226695,3.21317870150662,1.77884040675321,1.81997702445175,"E. Stuart"
1,1.90296228515381,1.38877155519741,0.679792091835473,2573.53510968548,2.20296004313581,2.15541493784706,1.10506268362844,"E. Stuart"
1,1.88686559181018,1.40062886656551,0.727489912818114,2578.42910138571,3.10815641617429,2.00985277757494,0.0723230368325639,"E. Stuart"
1,1.69375891176644,1.43628738788038,0.807356201657723,2570.22548919898,2.73942399753962,2.63201590077552,0.496854877545538,"E. Stuart"
1,1.73448542914268,0.650930168330452,0.699712174649501,2582.37427747958,1.99587897922817,2.46676904255313,1.79188723460822,"E. Stuart"
1,1.94721438549803,1.72902007269409,0.627460995967432,2572.5494555891,3.20065647957187,1.97414847696426,1.72031275719024,"E. Stuart"
1,2.17071471209353,2.93946669135956,0.783165548559996,2577.21912258164,3.50438581816098,1.6450631583235,1.51295735389415,"E. Stuart"
1,1.77021261825989,2.56106230509647,0.756481814614966,2581.5177978805,3.34413375865725,0.769884125486999,1.2276730248763,"E. Stuart"
1,1.9304970621955,1.50698429051882,0.673084648126582,2557.72417953306,3.58823087861068,2.12881992414211,0.707736433034372,"E. Stuart"
1,1.80068356506291,2.21131856935245,0.6920025000094,2568.804201136,2.60583019529561,1.50839782354227,0.473853789936498,"E. Stuart"
1,1.47385491493855,0.812690625998736,0.704369713220203,2571.97225190789,2.49629623772723,0.829831611380554,0.324461363757915,"E. Stuart"
1,1.82953516983476,1.37554386827512,0.914229682390138,2608.79874231499,3.40295331941115,0.863909203347171,2.25696555359057,"E. Stuart"
1,1.73688027941573,0.569055310539107,0.817804009142622,2570.44331868492,2.50386782245454,2.06883611597302,1.02664093424509,"E. Stuart"
1,1.62093226313014,0.952327254945239,0.835494693830596,2574.15385875788,2.28066962931289,1.7032563976282,1.06588827733667,"E. Stuart"
1,1.58369542199067,0.933193683628036,0.741437467098685,2586.10441173074,2.41154474875449,1.89974964064621,0.384230537894747,"E. Stuart"
1,2.25806091760831,3.38421259058772,0.869444121051829,2596.66326662076,4.52410553240514,1.99705870502703,2.09701948114995,"E. Stuart"
1,1.6129405475217,1.66079556321887,0.904158000765607,2612.2355923158,2.90984198028774,0.642788066175696,0.437687950261327,"E. Stuart"
1,1.90750025447484,2.08972976053121,0.659700546635895,2571.9009115921,3.31897428517566,1.90884557811983,0.366917443307688,"E. Stuart"
1,1.69267952406612,0.576962658438704,0.766896789157606,2585.70224901519,2.25691664961906,2.24594784344354,0.247972525140536,"E. Stuart"
1,1.92567089621669,1.65815330623723,0.695432383432333,2582.8944162154,2.85583008462457,1.39096559041946,0.2917398575368,"E. Stuart"
1,1.83282596381438,1.55765763562985,0.705575721922283,2571.66288355045,2.74100120399579,1.53401311686322,0.348632490647851,"E. Stuart"
1,1.78800712762945,0.637774703740825,0.752000160564711,2571.24657890823,2.11711399096195,2.52972224425128,1.06910902222264,"E. Stuart"
1,1.85729464374738,1.12948061203924,0.654089783315007,2571.49400680409,3.14328682662777,2.00346762028793,1.17217589187482,"E. Stuart"
1,2.03782398199439,1.65304356927465,0.696982689560799,2574.77698165876,3.28727351998261,2.19914654548329,0.0865850064325842,"E. Stuart"
1,1.90630122047377,0.919149254329708,0.718323949629714,2558.40661169104,1.95171280642131,1.53704478280171,1.70548651071257,"E. Stuart"
1,1.57046192782688,0.93766012337815,0.859233838020205,2568.31389414512,1.11899111394443,1.32320538236475,0.145246413742194,"E. Stuart"
